Datum;Zeit;Time;Wirkenergie(kWh)
20.03.2024;15:22:55;2024-03-20T15:22:55+01:00;0.989
20.03.2024;15:17:55;2024-03-20T15:17:55+01:00;0.989
20.03.2024;15:12:55;2024-03-20T15:12:55+01:00;0.989
20.03.2024;15:07:55;2024-03-20T15:07:55+01:00;0.989
20.03.2024;15:02:55;2024-03-20T15:02:55+01:00;0.989
20.03.2024;14:57:55;2024-03-20T14:57:55+01:00;0.989
20.03.2024;14:52:55;2024-03-20T14:52:55+01:00;0.989
20.03.2024;14:47:55;2024-03-20T14:47:55+01:00;0.989
20.03.2024;14:42:55;2024-03-20T14:42:55+01:00;0.989
20.03.2024;14:37:55;2024-03-20T14:37:55+01:00;0.989
20.03.2024;14:32:55;2024-03-20T14:32:55+01:00;0.989
20.03.2024;14:27:55;2024-03-20T14:27:55+01:00;0.989
20.03.2024;14:22:55;2024-03-20T14:22:55+01:00;0.989
20.03.2024;14:17:55;2024-03-20T14:17:55+01:00;0.989
20.03.2024;14:12:55;2024-03-20T14:12:55+01:00;0.989
20.03.2024;14:07:55;2024-03-20T14:07:55+01:00;0.989
20.03.2024;14:02:55;2024-03-20T14:02:55+01:00;0.989
20.03.2024;13:57:55;2024-03-20T13:57:55+01:00;0.989
20.03.2024;13:52:55;2024-03-20T13:52:55+01:00;0.989
20.03.2024;13:47:55;2024-03-20T13:47:55+01:00;0.989
20.03.2024;13:42:55;2024-03-20T13:42:55+01:00;0.989
20.03.2024;13:37:55;2024-03-20T13:37:55+01:00;0.989
20.03.2024;13:32:55;2024-03-20T13:32:55+01:00;0.989
20.03.2024;13:27:55;2024-03-20T13:27:55+01:00;0.989
20.03.2024;13:22:55;2024-03-20T13:22:55+01:00;0.989
20.03.2024;13:17:55;2024-03-20T13:17:55+01:00;0.989
20.03.2024;13:12:55;2024-03-20T13:12:55+01:00;0.989
20.03.2024;13:07:55;2024-03-20T13:07:55+01:00;0.989
20.03.2024;13:02:55;2024-03-20T13:02:55+01:00;0.989
20.03.2024;12:57:55;2024-03-20T12:57:55+01:00;0.989
20.03.2024;12:52:55;2024-03-20T12:52:55+01:00;0.989
20.03.2024;12:47:55;2024-03-20T12:47:55+01:00;0.989
20.03.2024;12:42:55;2024-03-20T12:42:55+01:00;0.989
20.03.2024;12:37:55;2024-03-20T12:37:55+01:00;0.989
20.03.2024;12:32:55;2024-03-20T12:32:55+01:00;0.989
20.03.2024;12:27:55;2024-03-20T12:27:55+01:00;0.989
20.03.2024;12:22:55;2024-03-20T12:22:55+01:00;0.989
20.03.2024;12:17:55;2024-03-20T12:17:55+01:00;0.989
20.03.2024;12:12:55;2024-03-20T12:12:55+01:00;0.989
20.03.2024;12:07:55;2024-03-20T12:07:55+01:00;0.989
20.03.2024;12:02:55;2024-03-20T12:02:55+01:00;0.989
20.03.2024;11:57:55;2024-03-20T11:57:55+01:00;0.989
20.03.2024;11:52:55;2024-03-20T11:52:55+01:00;0.989
20.03.2024;11:47:55;2024-03-20T11:47:55+01:00;0.989
20.03.2024;11:42:55;2024-03-20T11:42:55+01:00;0.989
20.03.2024;11:37:55;2024-03-20T11:37:55+01:00;0.989
20.03.2024;11:32:55;2024-03-20T11:32:55+01:00;0.989
20.03.2024;11:27:55;2024-03-20T11:27:55+01:00;0.989
20.03.2024;11:22:55;2024-03-20T11:22:55+01:00;0.989
20.03.2024;11:17:55;2024-03-20T11:17:55+01:00;0.989
20.03.2024;11:12:55;2024-03-20T11:12:55+01:00;0.989
20.03.2024;11:07:55;2024-03-20T11:07:55+01:00;0.989
20.03.2024;11:02:55;2024-03-20T11:02:55+01:00;0.989
20.03.2024;10:57:55;2024-03-20T10:57:55+01:00;0.989
20.03.2024;10:52:55;2024-03-20T10:52:55+01:00;0.989
20.03.2024;10:47:55;2024-03-20T10:47:55+01:00;0.989
20.03.2024;10:42:54;2024-03-20T10:42:54+01:00;0.989
20.03.2024;10:37:54;2024-03-20T10:37:54+01:00;0.989
20.03.2024;10:32:55;2024-03-20T10:32:55+01:00;0.989
20.03.2024;10:27:54;2024-03-20T10:27:54+01:00;0.989
