Datum;Zeit;Time;Lu_Gecko - microwave(02Alex) Wirkenergie(kWh)
14.03.2024;07:44:26;2024-03-14T07:44:26+01:00;5.345
14.03.2024;07:39:26;2024-03-14T07:39:26+01:00;5.345
14.03.2024;07:34:26;2024-03-14T07:34:26+01:00;5.345
14.03.2024;07:29:26;2024-03-14T07:29:26+01:00;5.345
14.03.2024;07:24:26;2024-03-14T07:24:26+01:00;5.345
14.03.2024;07:19:26;2024-03-14T07:19:26+01:00;5.345
14.03.2024;07:14:26;2024-03-14T07:14:26+01:00;5.345
14.03.2024;07:09:26;2024-03-14T07:09:26+01:00;5.325
14.03.2024;07:04:26;2024-03-14T07:04:26+01:00;5.325
14.03.2024;06:59:26;2024-03-14T06:59:26+01:00;5.325
14.03.2024;06:54:26;2024-03-14T06:54:26+01:00;5.325
14.03.2024;06:49:26;2024-03-14T06:49:26+01:00;5.325
14.03.2024;06:44:26;2024-03-14T06:44:26+01:00;5.325
14.03.2024;06:39:26;2024-03-14T06:39:26+01:00;5.325
14.03.2024;06:34:26;2024-03-14T06:34:26+01:00;5.325
14.03.2024;06:29:26;2024-03-14T06:29:26+01:00;5.325
14.03.2024;06:24:26;2024-03-14T06:24:26+01:00;5.325
14.03.2024;06:19:26;2024-03-14T06:19:26+01:00;5.325
14.03.2024;06:14:26;2024-03-14T06:14:26+01:00;5.325
14.03.2024;06:09:26;2024-03-14T06:09:26+01:00;5.325
14.03.2024;06:04:26;2024-03-14T06:04:26+01:00;5.325
14.03.2024;05:59:26;2024-03-14T05:59:26+01:00;5.325
14.03.2024;05:54:26;2024-03-14T05:54:26+01:00;5.325
14.03.2024;05:49:26;2024-03-14T05:49:26+01:00;5.325
14.03.2024;05:44:26;2024-03-14T05:44:26+01:00;5.325
14.03.2024;05:39:26;2024-03-14T05:39:26+01:00;5.325
14.03.2024;05:34:26;2024-03-14T05:34:26+01:00;5.325
14.03.2024;05:29:26;2024-03-14T05:29:26+01:00;5.325
14.03.2024;05:24:26;2024-03-14T05:24:26+01:00;5.325
14.03.2024;05:19:26;2024-03-14T05:19:26+01:00;5.325
14.03.2024;05:14:26;2024-03-14T05:14:26+01:00;5.325
14.03.2024;05:09:26;2024-03-14T05:09:26+01:00;5.325
14.03.2024;05:04:26;2024-03-14T05:04:26+01:00;5.325
14.03.2024;04:59:26;2024-03-14T04:59:26+01:00;5.325
14.03.2024;04:54:26;2024-03-14T04:54:26+01:00;5.325
14.03.2024;04:49:26;2024-03-14T04:49:26+01:00;5.325
14.03.2024;04:44:26;2024-03-14T04:44:26+01:00;5.325
14.03.2024;04:39:26;2024-03-14T04:39:26+01:00;5.325
14.03.2024;04:34:26;2024-03-14T04:34:26+01:00;5.325
14.03.2024;04:29:26;2024-03-14T04:29:26+01:00;5.325
14.03.2024;04:24:26;2024-03-14T04:24:26+01:00;5.325
14.03.2024;04:19:26;2024-03-14T04:19:26+01:00;5.325
14.03.2024;04:14:26;2024-03-14T04:14:26+01:00;5.325
14.03.2024;04:09:26;2024-03-14T04:09:26+01:00;5.325
14.03.2024;04:04:26;2024-03-14T04:04:26+01:00;5.325
14.03.2024;03:59:26;2024-03-14T03:59:26+01:00;5.325
14.03.2024;03:54:26;2024-03-14T03:54:26+01:00;5.325
14.03.2024;03:49:26;2024-03-14T03:49:26+01:00;5.325
14.03.2024;03:44:26;2024-03-14T03:44:26+01:00;5.325
14.03.2024;03:39:26;2024-03-14T03:39:26+01:00;5.325
14.03.2024;03:34:26;2024-03-14T03:34:26+01:00;5.325
14.03.2024;03:29:26;2024-03-14T03:29:26+01:00;5.325
14.03.2024;03:24:26;2024-03-14T03:24:26+01:00;5.325
14.03.2024;03:19:26;2024-03-14T03:19:26+01:00;5.325
14.03.2024;03:14:26;2024-03-14T03:14:26+01:00;5.325
14.03.2024;03:09:26;2024-03-14T03:09:26+01:00;5.325
14.03.2024;03:04:26;2024-03-14T03:04:26+01:00;5.325
14.03.2024;02:59:26;2024-03-14T02:59:26+01:00;5.325
14.03.2024;02:54:26;2024-03-14T02:54:26+01:00;5.325
14.03.2024;02:49:26;2024-03-14T02:49:26+01:00;5.325
14.03.2024;02:44:26;2024-03-14T02:44:26+01:00;5.325
14.03.2024;02:39:26;2024-03-14T02:39:26+01:00;5.325
14.03.2024;02:34:26;2024-03-14T02:34:26+01:00;5.325
14.03.2024;02:29:26;2024-03-14T02:29:26+01:00;5.325
14.03.2024;02:24:26;2024-03-14T02:24:26+01:00;5.325
14.03.2024;02:19:26;2024-03-14T02:19:26+01:00;5.325
14.03.2024;02:14:26;2024-03-14T02:14:26+01:00;5.325
14.03.2024;02:09:26;2024-03-14T02:09:26+01:00;5.325
14.03.2024;02:04:26;2024-03-14T02:04:26+01:00;5.325
14.03.2024;01:59:26;2024-03-14T01:59:26+01:00;5.325
14.03.2024;01:54:26;2024-03-14T01:54:26+01:00;5.325
14.03.2024;01:49:26;2024-03-14T01:49:26+01:00;5.325
14.03.2024;01:44:26;2024-03-14T01:44:26+01:00;5.325
14.03.2024;01:39:26;2024-03-14T01:39:26+01:00;5.325
14.03.2024;01:34:26;2024-03-14T01:34:26+01:00;5.325
14.03.2024;01:29:26;2024-03-14T01:29:26+01:00;5.325
14.03.2024;01:24:26;2024-03-14T01:24:26+01:00;5.325
14.03.2024;01:19:25;2024-03-14T01:19:25+01:00;5.325
14.03.2024;01:14:25;2024-03-14T01:14:25+01:00;5.325
14.03.2024;01:09:25;2024-03-14T01:09:25+01:00;5.325
14.03.2024;01:04:25;2024-03-14T01:04:25+01:00;5.325
14.03.2024;00:59:25;2024-03-14T00:59:25+01:00;5.325
14.03.2024;00:54:25;2024-03-14T00:54:25+01:00;5.325
14.03.2024;00:49:25;2024-03-14T00:49:25+01:00;5.325
14.03.2024;00:44:25;2024-03-14T00:44:25+01:00;5.325
14.03.2024;00:39:25;2024-03-14T00:39:25+01:00;5.325
14.03.2024;00:34:25;2024-03-14T00:34:25+01:00;5.325
14.03.2024;00:29:25;2024-03-14T00:29:25+01:00;5.325
14.03.2024;00:24:25;2024-03-14T00:24:25+01:00;5.325
14.03.2024;00:19:25;2024-03-14T00:19:25+01:00;5.325
14.03.2024;00:14:25;2024-03-14T00:14:25+01:00;5.325
14.03.2024;00:09:25;2024-03-14T00:09:25+01:00;5.325
14.03.2024;00:04:25;2024-03-14T00:04:25+01:00;5.325
13.03.2024;23:59:25;2024-03-13T23:59:25+01:00;5.325
13.03.2024;23:54:25;2024-03-13T23:54:25+01:00;5.325
13.03.2024;23:49:25;2024-03-13T23:49:25+01:00;5.325
13.03.2024;23:44:25;2024-03-13T23:44:25+01:00;5.325
13.03.2024;23:39:25;2024-03-13T23:39:25+01:00;5.325
13.03.2024;23:34:25;2024-03-13T23:34:25+01:00;5.325
13.03.2024;23:29:25;2024-03-13T23:29:25+01:00;5.325
13.03.2024;23:24:25;2024-03-13T23:24:25+01:00;5.325
13.03.2024;23:19:25;2024-03-13T23:19:25+01:00;5.325
13.03.2024;23:14:25;2024-03-13T23:14:25+01:00;5.325
13.03.2024;23:09:25;2024-03-13T23:09:25+01:00;5.325
13.03.2024;23:04:25;2024-03-13T23:04:25+01:00;5.325
13.03.2024;22:59:25;2024-03-13T22:59:25+01:00;5.325
13.03.2024;22:54:25;2024-03-13T22:54:25+01:00;5.325
13.03.2024;22:49:25;2024-03-13T22:49:25+01:00;5.325
13.03.2024;22:44:25;2024-03-13T22:44:25+01:00;5.325
13.03.2024;22:39:25;2024-03-13T22:39:25+01:00;5.325
13.03.2024;22:34:25;2024-03-13T22:34:25+01:00;5.325
13.03.2024;22:29:25;2024-03-13T22:29:25+01:00;5.325
13.03.2024;22:24:25;2024-03-13T22:24:25+01:00;5.325
13.03.2024;22:19:25;2024-03-13T22:19:25+01:00;5.325
13.03.2024;22:14:25;2024-03-13T22:14:25+01:00;5.325
13.03.2024;22:09:25;2024-03-13T22:09:25+01:00;5.325
13.03.2024;22:04:25;2024-03-13T22:04:25+01:00;5.325
13.03.2024;21:59:25;2024-03-13T21:59:25+01:00;5.325
13.03.2024;21:54:25;2024-03-13T21:54:25+01:00;5.325
13.03.2024;21:49:25;2024-03-13T21:49:25+01:00;5.325
13.03.2024;21:44:25;2024-03-13T21:44:25+01:00;5.325
13.03.2024;21:39:25;2024-03-13T21:39:25+01:00;5.325
13.03.2024;21:34:25;2024-03-13T21:34:25+01:00;5.325
13.03.2024;21:29:25;2024-03-13T21:29:25+01:00;5.325
13.03.2024;21:24:25;2024-03-13T21:24:25+01:00;5.325
13.03.2024;21:19:25;2024-03-13T21:19:25+01:00;5.325
13.03.2024;21:14:25;2024-03-13T21:14:25+01:00;5.325
13.03.2024;21:09:25;2024-03-13T21:09:25+01:00;5.325
13.03.2024;21:04:25;2024-03-13T21:04:25+01:00;5.325
13.03.2024;20:59:25;2024-03-13T20:59:25+01:00;5.325
13.03.2024;20:54:25;2024-03-13T20:54:25+01:00;5.325
13.03.2024;20:49:25;2024-03-13T20:49:25+01:00;5.325
13.03.2024;20:44:25;2024-03-13T20:44:25+01:00;5.325
13.03.2024;20:39:25;2024-03-13T20:39:25+01:00;5.325
13.03.2024;20:34:25;2024-03-13T20:34:25+01:00;5.325
13.03.2024;20:29:25;2024-03-13T20:29:25+01:00;5.325
13.03.2024;20:24:25;2024-03-13T20:24:25+01:00;5.325
13.03.2024;20:19:25;2024-03-13T20:19:25+01:00;5.325
13.03.2024;20:14:25;2024-03-13T20:14:25+01:00;5.325
13.03.2024;20:09:25;2024-03-13T20:09:25+01:00;5.325
13.03.2024;20:04:25;2024-03-13T20:04:25+01:00;5.325
13.03.2024;19:59:25;2024-03-13T19:59:25+01:00;5.325
13.03.2024;19:54:25;2024-03-13T19:54:25+01:00;5.325
13.03.2024;19:49:25;2024-03-13T19:49:25+01:00;5.325
13.03.2024;19:44:25;2024-03-13T19:44:25+01:00;5.325
13.03.2024;19:39:25;2024-03-13T19:39:25+01:00;5.325
13.03.2024;19:34:25;2024-03-13T19:34:25+01:00;5.325
13.03.2024;19:29:25;2024-03-13T19:29:25+01:00;5.325
13.03.2024;19:24:25;2024-03-13T19:24:25+01:00;5.325
13.03.2024;19:19:25;2024-03-13T19:19:25+01:00;5.325
13.03.2024;19:14:25;2024-03-13T19:14:25+01:00;5.325
13.03.2024;19:09:25;2024-03-13T19:09:25+01:00;5.325
13.03.2024;19:04:25;2024-03-13T19:04:25+01:00;5.325
13.03.2024;18:59:25;2024-03-13T18:59:25+01:00;5.325
13.03.2024;18:54:25;2024-03-13T18:54:25+01:00;5.325
13.03.2024;18:49:25;2024-03-13T18:49:25+01:00;5.325
13.03.2024;18:44:25;2024-03-13T18:44:25+01:00;5.325
13.03.2024;18:39:25;2024-03-13T18:39:25+01:00;5.325
13.03.2024;18:34:25;2024-03-13T18:34:25+01:00;5.325
13.03.2024;18:29:25;2024-03-13T18:29:25+01:00;5.325
13.03.2024;18:24:25;2024-03-13T18:24:25+01:00;5.325
13.03.2024;18:19:25;2024-03-13T18:19:25+01:00;5.325
13.03.2024;18:14:25;2024-03-13T18:14:25+01:00;5.325
13.03.2024;18:09:25;2024-03-13T18:09:25+01:00;5.325
13.03.2024;18:04:25;2024-03-13T18:04:25+01:00;5.316
13.03.2024;17:59:25;2024-03-13T17:59:25+01:00;5.301
13.03.2024;17:54:25;2024-03-13T17:54:25+01:00;5.301
13.03.2024;17:49:25;2024-03-13T17:49:25+01:00;5.301
13.03.2024;17:44:25;2024-03-13T17:44:25+01:00;5.301
13.03.2024;17:39:25;2024-03-13T17:39:25+01:00;5.301
13.03.2024;17:34:25;2024-03-13T17:34:25+01:00;5.301
13.03.2024;17:29:25;2024-03-13T17:29:25+01:00;5.301
13.03.2024;17:24:25;2024-03-13T17:24:25+01:00;5.301
13.03.2024;17:19:25;2024-03-13T17:19:25+01:00;5.301
13.03.2024;17:14:25;2024-03-13T17:14:25+01:00;5.301
13.03.2024;17:09:25;2024-03-13T17:09:25+01:00;5.301
13.03.2024;17:04:25;2024-03-13T17:04:25+01:00;5.301
13.03.2024;16:59:25;2024-03-13T16:59:25+01:00;5.301
13.03.2024;16:54:25;2024-03-13T16:54:25+01:00;5.301
13.03.2024;16:49:25;2024-03-13T16:49:25+01:00;5.301
13.03.2024;16:44:25;2024-03-13T16:44:25+01:00;5.301
13.03.2024;16:39:25;2024-03-13T16:39:25+01:00;5.301
13.03.2024;16:34:25;2024-03-13T16:34:25+01:00;5.301
13.03.2024;16:29:25;2024-03-13T16:29:25+01:00;5.301
13.03.2024;16:24:25;2024-03-13T16:24:25+01:00;5.301
13.03.2024;16:19:25;2024-03-13T16:19:25+01:00;5.301
13.03.2024;16:14:25;2024-03-13T16:14:25+01:00;5.301
13.03.2024;16:09:25;2024-03-13T16:09:25+01:00;5.301
13.03.2024;16:04:25;2024-03-13T16:04:25+01:00;5.301
13.03.2024;15:59:25;2024-03-13T15:59:25+01:00;5.301
13.03.2024;15:54:25;2024-03-13T15:54:25+01:00;5.301
13.03.2024;15:49:25;2024-03-13T15:49:25+01:00;5.301
13.03.2024;15:44:25;2024-03-13T15:44:25+01:00;5.301
13.03.2024;15:39:25;2024-03-13T15:39:25+01:00;5.301
13.03.2024;15:34:25;2024-03-13T15:34:25+01:00;5.301
13.03.2024;15:29:25;2024-03-13T15:29:25+01:00;5.301
13.03.2024;15:24:25;2024-03-13T15:24:25+01:00;5.301
13.03.2024;15:19:25;2024-03-13T15:19:25+01:00;5.301
13.03.2024;15:14:25;2024-03-13T15:14:25+01:00;5.301
13.03.2024;15:09:25;2024-03-13T15:09:25+01:00;5.301
13.03.2024;15:04:25;2024-03-13T15:04:25+01:00;5.301
13.03.2024;14:59:25;2024-03-13T14:59:25+01:00;5.301
13.03.2024;14:54:25;2024-03-13T14:54:25+01:00;5.301
13.03.2024;14:49:25;2024-03-13T14:49:25+01:00;5.301
13.03.2024;14:44:25;2024-03-13T14:44:25+01:00;5.301
13.03.2024;14:39:25;2024-03-13T14:39:25+01:00;5.301
13.03.2024;14:34:25;2024-03-13T14:34:25+01:00;5.301
13.03.2024;14:29:25;2024-03-13T14:29:25+01:00;5.301
13.03.2024;14:24:25;2024-03-13T14:24:25+01:00;5.301
13.03.2024;14:19:25;2024-03-13T14:19:25+01:00;5.301
13.03.2024;14:14:25;2024-03-13T14:14:25+01:00;5.301
13.03.2024;14:09:25;2024-03-13T14:09:25+01:00;5.301
13.03.2024;14:04:25;2024-03-13T14:04:25+01:00;5.301
13.03.2024;13:59:25;2024-03-13T13:59:25+01:00;5.301
13.03.2024;13:54:25;2024-03-13T13:54:25+01:00;5.301
13.03.2024;13:49:25;2024-03-13T13:49:25+01:00;5.301
13.03.2024;13:44:25;2024-03-13T13:44:25+01:00;5.301
13.03.2024;13:39:25;2024-03-13T13:39:25+01:00;5.301
13.03.2024;13:34:25;2024-03-13T13:34:25+01:00;5.301
13.03.2024;13:29:25;2024-03-13T13:29:25+01:00;5.301
13.03.2024;13:24:25;2024-03-13T13:24:25+01:00;5.301
13.03.2024;13:19:25;2024-03-13T13:19:25+01:00;5.301
13.03.2024;13:14:25;2024-03-13T13:14:25+01:00;5.301
13.03.2024;13:09:25;2024-03-13T13:09:25+01:00;5.301
13.03.2024;13:04:25;2024-03-13T13:04:25+01:00;5.301
13.03.2024;12:59:25;2024-03-13T12:59:25+01:00;5.301
13.03.2024;12:54:25;2024-03-13T12:54:25+01:00;5.301
13.03.2024;12:49:25;2024-03-13T12:49:25+01:00;5.301
13.03.2024;12:44:25;2024-03-13T12:44:25+01:00;5.301
13.03.2024;12:39:25;2024-03-13T12:39:25+01:00;5.301
13.03.2024;12:34:25;2024-03-13T12:34:25+01:00;5.301
13.03.2024;12:29:25;2024-03-13T12:29:25+01:00;5.301
13.03.2024;12:24:24;2024-03-13T12:24:24+01:00;5.301
13.03.2024;12:19:24;2024-03-13T12:19:24+01:00;5.301
13.03.2024;12:14:25;2024-03-13T12:14:25+01:00;5.301
13.03.2024;12:09:24;2024-03-13T12:09:24+01:00;5.301
13.03.2024;12:04:24;2024-03-13T12:04:24+01:00;5.301
13.03.2024;11:59:24;2024-03-13T11:59:24+01:00;5.301
13.03.2024;11:54:24;2024-03-13T11:54:24+01:00;5.301
13.03.2024;11:49:24;2024-03-13T11:49:24+01:00;5.301
13.03.2024;11:44:24;2024-03-13T11:44:24+01:00;5.301
13.03.2024;11:39:24;2024-03-13T11:39:24+01:00;5.301
13.03.2024;11:34:24;2024-03-13T11:34:24+01:00;5.301
13.03.2024;11:29:24;2024-03-13T11:29:24+01:00;5.301
13.03.2024;11:24:24;2024-03-13T11:24:24+01:00;5.301
13.03.2024;11:19:24;2024-03-13T11:19:24+01:00;5.301
13.03.2024;11:14:24;2024-03-13T11:14:24+01:00;5.301
13.03.2024;11:09:24;2024-03-13T11:09:24+01:00;5.301
13.03.2024;11:04:24;2024-03-13T11:04:24+01:00;5.301
13.03.2024;10:59:24;2024-03-13T10:59:24+01:00;5.301
13.03.2024;10:54:24;2024-03-13T10:54:24+01:00;5.301
13.03.2024;10:49:24;2024-03-13T10:49:24+01:00;5.301
13.03.2024;10:44:24;2024-03-13T10:44:24+01:00;5.301
13.03.2024;10:39:24;2024-03-13T10:39:24+01:00;5.301
13.03.2024;10:34:24;2024-03-13T10:34:24+01:00;5.301
13.03.2024;10:29:24;2024-03-13T10:29:24+01:00;5.301
13.03.2024;10:24:24;2024-03-13T10:24:24+01:00;5.301
13.03.2024;10:19:24;2024-03-13T10:19:24+01:00;5.301
13.03.2024;10:14:24;2024-03-13T10:14:24+01:00;5.301
13.03.2024;10:09:24;2024-03-13T10:09:24+01:00;5.301
13.03.2024;10:04:24;2024-03-13T10:04:24+01:00;5.301
13.03.2024;09:59:24;2024-03-13T09:59:24+01:00;5.301
13.03.2024;09:54:24;2024-03-13T09:54:24+01:00;5.301
13.03.2024;09:49:24;2024-03-13T09:49:24+01:00;5.301
13.03.2024;09:44:24;2024-03-13T09:44:24+01:00;5.301
13.03.2024;09:39:24;2024-03-13T09:39:24+01:00;5.301
13.03.2024;09:34:24;2024-03-13T09:34:24+01:00;5.301
13.03.2024;09:29:24;2024-03-13T09:29:24+01:00;5.301
13.03.2024;09:24:24;2024-03-13T09:24:24+01:00;5.301
13.03.2024;09:19:24;2024-03-13T09:19:24+01:00;5.301
13.03.2024;09:14:24;2024-03-13T09:14:24+01:00;5.301
13.03.2024;09:09:24;2024-03-13T09:09:24+01:00;5.301
13.03.2024;09:04:24;2024-03-13T09:04:24+01:00;5.301
13.03.2024;08:59:24;2024-03-13T08:59:24+01:00;5.301
13.03.2024;08:54:24;2024-03-13T08:54:24+01:00;5.301
13.03.2024;08:49:24;2024-03-13T08:49:24+01:00;5.301
13.03.2024;08:44:24;2024-03-13T08:44:24+01:00;5.301
13.03.2024;08:39:24;2024-03-13T08:39:24+01:00;5.301
13.03.2024;08:34:24;2024-03-13T08:34:24+01:00;5.301
13.03.2024;08:29:24;2024-03-13T08:29:24+01:00;5.301
13.03.2024;08:24:24;2024-03-13T08:24:24+01:00;5.301
13.03.2024;08:19:24;2024-03-13T08:19:24+01:00;5.301
13.03.2024;08:14:24;2024-03-13T08:14:24+01:00;5.301
13.03.2024;08:09:24;2024-03-13T08:09:24+01:00;5.301
13.03.2024;08:04:24;2024-03-13T08:04:24+01:00;5.301
13.03.2024;07:59:24;2024-03-13T07:59:24+01:00;5.301
13.03.2024;07:54:24;2024-03-13T07:54:24+01:00;5.301
13.03.2024;07:49:24;2024-03-13T07:49:24+01:00;5.301
13.03.2024;07:44:24;2024-03-13T07:44:24+01:00;5.301
13.03.2024;07:39:24;2024-03-13T07:39:24+01:00;5.301
13.03.2024;07:34:24;2024-03-13T07:34:24+01:00;5.301
13.03.2024;07:29:24;2024-03-13T07:29:24+01:00;5.301
13.03.2024;07:24:24;2024-03-13T07:24:24+01:00;5.301
13.03.2024;07:19:24;2024-03-13T07:19:24+01:00;5.301
13.03.2024;07:14:24;2024-03-13T07:14:24+01:00;5.301
13.03.2024;07:09:24;2024-03-13T07:09:24+01:00;5.301
13.03.2024;07:04:24;2024-03-13T07:04:24+01:00;5.301
13.03.2024;06:59:24;2024-03-13T06:59:24+01:00;5.301
13.03.2024;06:54:24;2024-03-13T06:54:24+01:00;5.301
13.03.2024;06:49:24;2024-03-13T06:49:24+01:00;5.301
13.03.2024;06:44:24;2024-03-13T06:44:24+01:00;5.301
13.03.2024;06:39:24;2024-03-13T06:39:24+01:00;5.301
13.03.2024;06:34:24;2024-03-13T06:34:24+01:00;5.301
13.03.2024;06:29:24;2024-03-13T06:29:24+01:00;5.301
13.03.2024;06:24:24;2024-03-13T06:24:24+01:00;5.301
13.03.2024;06:19:24;2024-03-13T06:19:24+01:00;5.301
13.03.2024;06:14:24;2024-03-13T06:14:24+01:00;5.301
13.03.2024;06:09:24;2024-03-13T06:09:24+01:00;5.301
13.03.2024;06:04:24;2024-03-13T06:04:24+01:00;5.301
13.03.2024;05:59:24;2024-03-13T05:59:24+01:00;5.301
13.03.2024;05:54:24;2024-03-13T05:54:24+01:00;5.301
13.03.2024;05:49:24;2024-03-13T05:49:24+01:00;5.301
13.03.2024;05:44:24;2024-03-13T05:44:24+01:00;5.301
13.03.2024;05:39:24;2024-03-13T05:39:24+01:00;5.301
13.03.2024;05:34:24;2024-03-13T05:34:24+01:00;5.301
13.03.2024;05:29:24;2024-03-13T05:29:24+01:00;5.301
13.03.2024;05:24:24;2024-03-13T05:24:24+01:00;5.301
13.03.2024;05:19:24;2024-03-13T05:19:24+01:00;5.301
13.03.2024;05:14:24;2024-03-13T05:14:24+01:00;5.301
13.03.2024;05:09:24;2024-03-13T05:09:24+01:00;5.301
13.03.2024;05:04:24;2024-03-13T05:04:24+01:00;5.301
13.03.2024;04:59:24;2024-03-13T04:59:24+01:00;5.301
13.03.2024;04:54:24;2024-03-13T04:54:24+01:00;5.301
13.03.2024;04:49:24;2024-03-13T04:49:24+01:00;5.301
13.03.2024;04:44:24;2024-03-13T04:44:24+01:00;5.301
13.03.2024;04:39:24;2024-03-13T04:39:24+01:00;5.301
13.03.2024;04:34:24;2024-03-13T04:34:24+01:00;5.301
13.03.2024;04:29:24;2024-03-13T04:29:24+01:00;5.301
13.03.2024;04:24:24;2024-03-13T04:24:24+01:00;5.301
13.03.2024;04:19:24;2024-03-13T04:19:24+01:00;5.301
13.03.2024;04:14:24;2024-03-13T04:14:24+01:00;5.301
13.03.2024;04:09:24;2024-03-13T04:09:24+01:00;5.301
13.03.2024;04:04:24;2024-03-13T04:04:24+01:00;5.301
13.03.2024;03:59:24;2024-03-13T03:59:24+01:00;5.301
13.03.2024;03:54:24;2024-03-13T03:54:24+01:00;5.301
13.03.2024;03:49:24;2024-03-13T03:49:24+01:00;5.301
13.03.2024;03:44:24;2024-03-13T03:44:24+01:00;5.301
13.03.2024;03:39:24;2024-03-13T03:39:24+01:00;5.301
13.03.2024;03:34:24;2024-03-13T03:34:24+01:00;5.301
13.03.2024;03:29:24;2024-03-13T03:29:24+01:00;5.301
13.03.2024;03:24:24;2024-03-13T03:24:24+01:00;5.301
13.03.2024;03:19:24;2024-03-13T03:19:24+01:00;5.301
13.03.2024;03:14:24;2024-03-13T03:14:24+01:00;5.301
13.03.2024;03:09:24;2024-03-13T03:09:24+01:00;5.301
13.03.2024;03:04:24;2024-03-13T03:04:24+01:00;5.301
13.03.2024;02:59:24;2024-03-13T02:59:24+01:00;5.301
13.03.2024;02:54:24;2024-03-13T02:54:24+01:00;5.301
13.03.2024;02:49:24;2024-03-13T02:49:24+01:00;5.301
13.03.2024;02:44:24;2024-03-13T02:44:24+01:00;5.301
13.03.2024;02:39:24;2024-03-13T02:39:24+01:00;5.301
13.03.2024;02:34:24;2024-03-13T02:34:24+01:00;5.301
13.03.2024;02:29:24;2024-03-13T02:29:24+01:00;5.301
13.03.2024;02:24:24;2024-03-13T02:24:24+01:00;5.301
13.03.2024;02:19:24;2024-03-13T02:19:24+01:00;5.301
13.03.2024;02:14:24;2024-03-13T02:14:24+01:00;5.301
13.03.2024;02:09:24;2024-03-13T02:09:24+01:00;5.301
13.03.2024;02:04:24;2024-03-13T02:04:24+01:00;5.301
13.03.2024;01:59:24;2024-03-13T01:59:24+01:00;5.301
13.03.2024;01:54:24;2024-03-13T01:54:24+01:00;5.301
13.03.2024;01:49:24;2024-03-13T01:49:24+01:00;5.301
13.03.2024;01:44:24;2024-03-13T01:44:24+01:00;5.301
13.03.2024;01:39:24;2024-03-13T01:39:24+01:00;5.301
13.03.2024;01:34:24;2024-03-13T01:34:24+01:00;5.301
13.03.2024;01:29:24;2024-03-13T01:29:24+01:00;5.301
13.03.2024;01:24:24;2024-03-13T01:24:24+01:00;5.301
13.03.2024;01:19:24;2024-03-13T01:19:24+01:00;5.301
13.03.2024;01:14:24;2024-03-13T01:14:24+01:00;5.301
13.03.2024;01:09:24;2024-03-13T01:09:24+01:00;5.301
13.03.2024;01:04:24;2024-03-13T01:04:24+01:00;5.301
13.03.2024;00:59:24;2024-03-13T00:59:24+01:00;5.301
13.03.2024;00:54:24;2024-03-13T00:54:24+01:00;5.301
13.03.2024;00:49:24;2024-03-13T00:49:24+01:00;5.301
13.03.2024;00:44:24;2024-03-13T00:44:24+01:00;5.301
13.03.2024;00:39:24;2024-03-13T00:39:24+01:00;5.301
13.03.2024;00:34:24;2024-03-13T00:34:24+01:00;5.301
13.03.2024;00:29:24;2024-03-13T00:29:24+01:00;5.301
13.03.2024;00:24:24;2024-03-13T00:24:24+01:00;5.301
13.03.2024;00:19:24;2024-03-13T00:19:24+01:00;5.301
13.03.2024;00:14:24;2024-03-13T00:14:24+01:00;5.301
13.03.2024;00:09:24;2024-03-13T00:09:24+01:00;5.301
13.03.2024;00:04:24;2024-03-13T00:04:24+01:00;5.301
12.03.2024;23:59:24;2024-03-12T23:59:24+01:00;5.301
12.03.2024;23:54:24;2024-03-12T23:54:24+01:00;5.301
12.03.2024;23:49:24;2024-03-12T23:49:24+01:00;5.301
12.03.2024;23:44:24;2024-03-12T23:44:24+01:00;5.301
12.03.2024;23:39:24;2024-03-12T23:39:24+01:00;5.301
12.03.2024;23:34:23;2024-03-12T23:34:23+01:00;5.301
12.03.2024;23:29:23;2024-03-12T23:29:23+01:00;5.301
12.03.2024;23:24:23;2024-03-12T23:24:23+01:00;5.301
12.03.2024;23:19:24;2024-03-12T23:19:24+01:00;5.301
12.03.2024;23:14:23;2024-03-12T23:14:23+01:00;5.301
12.03.2024;23:09:23;2024-03-12T23:09:23+01:00;5.301
12.03.2024;23:04:23;2024-03-12T23:04:23+01:00;5.301
12.03.2024;22:59:23;2024-03-12T22:59:23+01:00;5.301
12.03.2024;22:54:23;2024-03-12T22:54:23+01:00;5.301
12.03.2024;22:49:23;2024-03-12T22:49:23+01:00;5.301
12.03.2024;22:44:23;2024-03-12T22:44:23+01:00;5.301
12.03.2024;22:39:23;2024-03-12T22:39:23+01:00;5.301
12.03.2024;22:34:23;2024-03-12T22:34:23+01:00;5.301
12.03.2024;22:29:23;2024-03-12T22:29:23+01:00;5.301
12.03.2024;22:24:23;2024-03-12T22:24:23+01:00;5.301
12.03.2024;22:19:23;2024-03-12T22:19:23+01:00;5.301
12.03.2024;22:14:23;2024-03-12T22:14:23+01:00;5.301
12.03.2024;22:09:23;2024-03-12T22:09:23+01:00;5.301
12.03.2024;22:04:23;2024-03-12T22:04:23+01:00;5.301
12.03.2024;21:59:23;2024-03-12T21:59:23+01:00;5.301
12.03.2024;21:54:23;2024-03-12T21:54:23+01:00;5.301
12.03.2024;21:49:23;2024-03-12T21:49:23+01:00;5.301
12.03.2024;21:44:23;2024-03-12T21:44:23+01:00;5.301
12.03.2024;21:39:23;2024-03-12T21:39:23+01:00;5.301
