Datum;Zeit;Time;Lu_Gecko - microwave(02Alex) Wirkenergie(kWh)
25.01.2024;09:37:56;2024-01-25T09:37:56+01:00;2.951
25.01.2024;09:32:56;2024-01-25T09:32:56+01:00;2.951
25.01.2024;09:27:56;2024-01-25T09:27:56+01:00;2.951
25.01.2024;09:22:56;2024-01-25T09:22:56+01:00;2.951
25.01.2024;09:17:56;2024-01-25T09:17:56+01:00;2.951
25.01.2024;09:12:56;2024-01-25T09:12:56+01:00;2.951
25.01.2024;09:07:56;2024-01-25T09:07:56+01:00;2.951
25.01.2024;09:02:56;2024-01-25T09:02:56+01:00;2.951
25.01.2024;08:57:56;2024-01-25T08:57:56+01:00;2.951
25.01.2024;08:52:56;2024-01-25T08:52:56+01:00;2.951
25.01.2024;08:47:56;2024-01-25T08:47:56+01:00;2.951
25.01.2024;08:42:56;2024-01-25T08:42:56+01:00;2.951
25.01.2024;08:37:56;2024-01-25T08:37:56+01:00;2.951
25.01.2024;08:32:56;2024-01-25T08:32:56+01:00;2.951
25.01.2024;08:27:56;2024-01-25T08:27:56+01:00;2.951
25.01.2024;08:22:56;2024-01-25T08:22:56+01:00;2.951
25.01.2024;08:17:56;2024-01-25T08:17:56+01:00;2.951
25.01.2024;08:12:56;2024-01-25T08:12:56+01:00;2.951
25.01.2024;08:07:56;2024-01-25T08:07:56+01:00;2.951
25.01.2024;08:02:56;2024-01-25T08:02:56+01:00;2.951
25.01.2024;07:57:56;2024-01-25T07:57:56+01:00;2.951
25.01.2024;07:52:56;2024-01-25T07:52:56+01:00;2.951
25.01.2024;07:47:56;2024-01-25T07:47:56+01:00;2.951
25.01.2024;07:42:56;2024-01-25T07:42:56+01:00;2.951
25.01.2024;07:37:56;2024-01-25T07:37:56+01:00;2.951
25.01.2024;07:32:56;2024-01-25T07:32:56+01:00;2.951
25.01.2024;07:27:56;2024-01-25T07:27:56+01:00;2.951
25.01.2024;07:22:56;2024-01-25T07:22:56+01:00;2.951
25.01.2024;07:17:56;2024-01-25T07:17:56+01:00;2.951
25.01.2024;07:12:56;2024-01-25T07:12:56+01:00;2.951
25.01.2024;07:07:56;2024-01-25T07:07:56+01:00;2.951
25.01.2024;07:02:56;2024-01-25T07:02:56+01:00;2.951
25.01.2024;06:57:56;2024-01-25T06:57:56+01:00;2.951
25.01.2024;06:52:56;2024-01-25T06:52:56+01:00;2.951
25.01.2024;06:47:56;2024-01-25T06:47:56+01:00;2.951
25.01.2024;06:42:56;2024-01-25T06:42:56+01:00;2.951
25.01.2024;06:37:56;2024-01-25T06:37:56+01:00;2.951
25.01.2024;06:32:56;2024-01-25T06:32:56+01:00;2.951
25.01.2024;06:27:56;2024-01-25T06:27:56+01:00;2.951
25.01.2024;06:22:56;2024-01-25T06:22:56+01:00;2.951
25.01.2024;06:17:56;2024-01-25T06:17:56+01:00;2.951
25.01.2024;06:12:56;2024-01-25T06:12:56+01:00;2.951
25.01.2024;06:07:56;2024-01-25T06:07:56+01:00;2.951
25.01.2024;06:02:56;2024-01-25T06:02:56+01:00;2.951
25.01.2024;05:57:56;2024-01-25T05:57:56+01:00;2.951
25.01.2024;05:52:56;2024-01-25T05:52:56+01:00;2.951
25.01.2024;05:47:56;2024-01-25T05:47:56+01:00;2.951
25.01.2024;05:42:56;2024-01-25T05:42:56+01:00;2.951
25.01.2024;05:37:56;2024-01-25T05:37:56+01:00;2.951
25.01.2024;05:32:56;2024-01-25T05:32:56+01:00;2.951
25.01.2024;05:27:56;2024-01-25T05:27:56+01:00;2.951
25.01.2024;05:22:56;2024-01-25T05:22:56+01:00;2.951
25.01.2024;05:17:56;2024-01-25T05:17:56+01:00;2.951
25.01.2024;05:12:56;2024-01-25T05:12:56+01:00;2.951
25.01.2024;05:07:56;2024-01-25T05:07:56+01:00;2.951
25.01.2024;05:02:58;2024-01-25T05:02:58+01:00;2.951
25.01.2024;04:57:56;2024-01-25T04:57:56+01:00;2.951
25.01.2024;04:52:56;2024-01-25T04:52:56+01:00;2.951
25.01.2024;04:47:56;2024-01-25T04:47:56+01:00;2.951
25.01.2024;04:42:56;2024-01-25T04:42:56+01:00;2.951
25.01.2024;04:37:56;2024-01-25T04:37:56+01:00;2.951
25.01.2024;04:32:56;2024-01-25T04:32:56+01:00;2.951
25.01.2024;04:27:56;2024-01-25T04:27:56+01:00;2.951
25.01.2024;04:22:56;2024-01-25T04:22:56+01:00;2.951
25.01.2024;04:17:56;2024-01-25T04:17:56+01:00;2.951
25.01.2024;04:12:56;2024-01-25T04:12:56+01:00;2.951
25.01.2024;04:07:56;2024-01-25T04:07:56+01:00;2.951
25.01.2024;04:02:56;2024-01-25T04:02:56+01:00;2.951
25.01.2024;03:57:56;2024-01-25T03:57:56+01:00;2.951
25.01.2024;03:52:56;2024-01-25T03:52:56+01:00;2.951
25.01.2024;03:47:56;2024-01-25T03:47:56+01:00;2.951
25.01.2024;03:42:56;2024-01-25T03:42:56+01:00;2.951
25.01.2024;03:37:56;2024-01-25T03:37:56+01:00;2.951
25.01.2024;03:32:56;2024-01-25T03:32:56+01:00;2.951
25.01.2024;03:27:56;2024-01-25T03:27:56+01:00;2.951
25.01.2024;03:22:56;2024-01-25T03:22:56+01:00;2.951
25.01.2024;03:17:56;2024-01-25T03:17:56+01:00;2.951
25.01.2024;03:12:56;2024-01-25T03:12:56+01:00;2.951
25.01.2024;03:07:56;2024-01-25T03:07:56+01:00;2.951
25.01.2024;03:02:56;2024-01-25T03:02:56+01:00;2.951
25.01.2024;02:57:56;2024-01-25T02:57:56+01:00;2.951
25.01.2024;02:52:56;2024-01-25T02:52:56+01:00;2.951
25.01.2024;02:47:56;2024-01-25T02:47:56+01:00;2.951
25.01.2024;02:42:56;2024-01-25T02:42:56+01:00;2.951
25.01.2024;02:37:56;2024-01-25T02:37:56+01:00;2.951
25.01.2024;02:32:56;2024-01-25T02:32:56+01:00;2.951
25.01.2024;02:27:56;2024-01-25T02:27:56+01:00;2.951
25.01.2024;02:22:56;2024-01-25T02:22:56+01:00;2.951
25.01.2024;02:17:56;2024-01-25T02:17:56+01:00;2.951
25.01.2024;02:12:56;2024-01-25T02:12:56+01:00;2.951
25.01.2024;02:07:56;2024-01-25T02:07:56+01:00;2.951
25.01.2024;02:02:56;2024-01-25T02:02:56+01:00;2.951
25.01.2024;01:57:56;2024-01-25T01:57:56+01:00;2.951
25.01.2024;01:52:56;2024-01-25T01:52:56+01:00;2.951
25.01.2024;01:47:56;2024-01-25T01:47:56+01:00;2.951
25.01.2024;01:42:55;2024-01-25T01:42:55+01:00;2.951
25.01.2024;01:37:56;2024-01-25T01:37:56+01:00;2.951
25.01.2024;01:32:55;2024-01-25T01:32:55+01:00;2.951
25.01.2024;01:27:55;2024-01-25T01:27:55+01:00;2.951
25.01.2024;01:22:55;2024-01-25T01:22:55+01:00;2.951
25.01.2024;01:17:55;2024-01-25T01:17:55+01:00;2.951
25.01.2024;01:12:55;2024-01-25T01:12:55+01:00;2.951
25.01.2024;01:07:55;2024-01-25T01:07:55+01:00;2.951
25.01.2024;01:02:55;2024-01-25T01:02:55+01:00;2.951
25.01.2024;00:57:55;2024-01-25T00:57:55+01:00;2.951
25.01.2024;00:52:55;2024-01-25T00:52:55+01:00;2.951
25.01.2024;00:47:55;2024-01-25T00:47:55+01:00;2.951
25.01.2024;00:42:55;2024-01-25T00:42:55+01:00;2.951
25.01.2024;00:37:55;2024-01-25T00:37:55+01:00;2.951
25.01.2024;00:32:55;2024-01-25T00:32:55+01:00;2.951
25.01.2024;00:27:55;2024-01-25T00:27:55+01:00;2.951
25.01.2024;00:22:55;2024-01-25T00:22:55+01:00;2.951
25.01.2024;00:17:55;2024-01-25T00:17:55+01:00;2.951
25.01.2024;00:12:55;2024-01-25T00:12:55+01:00;2.951
25.01.2024;00:07:55;2024-01-25T00:07:55+01:00;2.951
25.01.2024;00:02:55;2024-01-25T00:02:55+01:00;2.951
24.01.2024;23:57:55;2024-01-24T23:57:55+01:00;2.951
24.01.2024;23:52:55;2024-01-24T23:52:55+01:00;2.951
24.01.2024;23:47:55;2024-01-24T23:47:55+01:00;2.951
24.01.2024;23:42:55;2024-01-24T23:42:55+01:00;2.951
24.01.2024;23:37:55;2024-01-24T23:37:55+01:00;2.951
24.01.2024;23:32:55;2024-01-24T23:32:55+01:00;2.951
24.01.2024;23:27:55;2024-01-24T23:27:55+01:00;2.951
24.01.2024;23:22:55;2024-01-24T23:22:55+01:00;2.951
24.01.2024;23:17:55;2024-01-24T23:17:55+01:00;2.951
24.01.2024;23:12:55;2024-01-24T23:12:55+01:00;2.951
24.01.2024;23:07:55;2024-01-24T23:07:55+01:00;2.951
24.01.2024;23:02:55;2024-01-24T23:02:55+01:00;2.951
24.01.2024;22:57:55;2024-01-24T22:57:55+01:00;2.951
24.01.2024;22:52:55;2024-01-24T22:52:55+01:00;2.951
24.01.2024;22:47:55;2024-01-24T22:47:55+01:00;2.951
24.01.2024;22:42:55;2024-01-24T22:42:55+01:00;2.951
24.01.2024;22:37:55;2024-01-24T22:37:55+01:00;2.951
24.01.2024;22:32:55;2024-01-24T22:32:55+01:00;2.951
24.01.2024;22:27:55;2024-01-24T22:27:55+01:00;2.951
24.01.2024;22:22:55;2024-01-24T22:22:55+01:00;2.951
24.01.2024;22:17:55;2024-01-24T22:17:55+01:00;2.951
24.01.2024;22:12:55;2024-01-24T22:12:55+01:00;2.951
24.01.2024;22:07:55;2024-01-24T22:07:55+01:00;2.951
24.01.2024;22:02:55;2024-01-24T22:02:55+01:00;2.951
24.01.2024;21:57:55;2024-01-24T21:57:55+01:00;2.951
24.01.2024;21:52:55;2024-01-24T21:52:55+01:00;2.951
24.01.2024;21:47:55;2024-01-24T21:47:55+01:00;2.951
24.01.2024;21:42:55;2024-01-24T21:42:55+01:00;2.951
24.01.2024;21:37:55;2024-01-24T21:37:55+01:00;2.951
24.01.2024;21:32:55;2024-01-24T21:32:55+01:00;2.951
24.01.2024;21:27:55;2024-01-24T21:27:55+01:00;2.951
24.01.2024;21:22:55;2024-01-24T21:22:55+01:00;2.951
24.01.2024;21:17:55;2024-01-24T21:17:55+01:00;2.951
24.01.2024;21:12:55;2024-01-24T21:12:55+01:00;2.951
24.01.2024;21:07:55;2024-01-24T21:07:55+01:00;2.951
24.01.2024;21:02:55;2024-01-24T21:02:55+01:00;2.951
24.01.2024;20:57:55;2024-01-24T20:57:55+01:00;2.951
24.01.2024;20:52:55;2024-01-24T20:52:55+01:00;2.951
24.01.2024;20:47:55;2024-01-24T20:47:55+01:00;2.951
24.01.2024;20:42:55;2024-01-24T20:42:55+01:00;2.951
24.01.2024;20:37:55;2024-01-24T20:37:55+01:00;2.951
24.01.2024;20:32:55;2024-01-24T20:32:55+01:00;2.951
24.01.2024;20:27:55;2024-01-24T20:27:55+01:00;2.951
24.01.2024;20:22:55;2024-01-24T20:22:55+01:00;2.951
24.01.2024;20:17:55;2024-01-24T20:17:55+01:00;2.951
24.01.2024;20:12:55;2024-01-24T20:12:55+01:00;2.951
24.01.2024;20:07:55;2024-01-24T20:07:55+01:00;2.951
24.01.2024;20:02:55;2024-01-24T20:02:55+01:00;2.951
24.01.2024;19:57:55;2024-01-24T19:57:55+01:00;2.951
24.01.2024;19:52:55;2024-01-24T19:52:55+01:00;2.951
24.01.2024;19:47:55;2024-01-24T19:47:55+01:00;2.951
24.01.2024;19:42:55;2024-01-24T19:42:55+01:00;2.951
24.01.2024;19:37:55;2024-01-24T19:37:55+01:00;2.951
24.01.2024;19:32:55;2024-01-24T19:32:55+01:00;2.951
24.01.2024;19:27:55;2024-01-24T19:27:55+01:00;2.951
24.01.2024;19:22:55;2024-01-24T19:22:55+01:00;2.951
24.01.2024;19:17:55;2024-01-24T19:17:55+01:00;2.951
24.01.2024;19:12:55;2024-01-24T19:12:55+01:00;2.951
24.01.2024;19:07:55;2024-01-24T19:07:55+01:00;2.951
24.01.2024;19:02:55;2024-01-24T19:02:55+01:00;2.951
24.01.2024;18:57:55;2024-01-24T18:57:55+01:00;2.951
24.01.2024;18:52:55;2024-01-24T18:52:55+01:00;2.951
24.01.2024;18:47:55;2024-01-24T18:47:55+01:00;2.951
24.01.2024;18:42:55;2024-01-24T18:42:55+01:00;2.951
24.01.2024;18:37:55;2024-01-24T18:37:55+01:00;2.951
24.01.2024;18:32:55;2024-01-24T18:32:55+01:00;2.951
24.01.2024;18:27:55;2024-01-24T18:27:55+01:00;2.951
24.01.2024;18:22:55;2024-01-24T18:22:55+01:00;2.951
24.01.2024;18:17:55;2024-01-24T18:17:55+01:00;2.951
24.01.2024;18:12:55;2024-01-24T18:12:55+01:00;2.951
24.01.2024;18:07:55;2024-01-24T18:07:55+01:00;2.951
24.01.2024;18:02:55;2024-01-24T18:02:55+01:00;2.951
24.01.2024;17:57:55;2024-01-24T17:57:55+01:00;2.951
24.01.2024;17:52:55;2024-01-24T17:52:55+01:00;2.951
24.01.2024;17:47:55;2024-01-24T17:47:55+01:00;2.942
24.01.2024;17:42:55;2024-01-24T17:42:55+01:00;2.903
24.01.2024;17:37:55;2024-01-24T17:37:55+01:00;2.89
24.01.2024;17:32:55;2024-01-24T17:32:55+01:00;2.89
24.01.2024;17:27:55;2024-01-24T17:27:55+01:00;2.89
24.01.2024;17:22:55;2024-01-24T17:22:55+01:00;2.89
24.01.2024;17:17:55;2024-01-24T17:17:55+01:00;2.89
24.01.2024;17:12:55;2024-01-24T17:12:55+01:00;2.89
24.01.2024;17:07:55;2024-01-24T17:07:55+01:00;2.89
24.01.2024;17:02:55;2024-01-24T17:02:55+01:00;2.89
24.01.2024;16:57:55;2024-01-24T16:57:55+01:00;2.89
24.01.2024;16:52:55;2024-01-24T16:52:55+01:00;2.89
24.01.2024;16:47:55;2024-01-24T16:47:55+01:00;2.89
24.01.2024;16:42:55;2024-01-24T16:42:55+01:00;2.89
24.01.2024;16:37:55;2024-01-24T16:37:55+01:00;2.89
24.01.2024;16:32:55;2024-01-24T16:32:55+01:00;2.89
24.01.2024;16:27:55;2024-01-24T16:27:55+01:00;2.89
24.01.2024;16:22:55;2024-01-24T16:22:55+01:00;2.89
24.01.2024;16:17:55;2024-01-24T16:17:55+01:00;2.89
24.01.2024;16:12:55;2024-01-24T16:12:55+01:00;2.89
24.01.2024;16:07:55;2024-01-24T16:07:55+01:00;2.89
24.01.2024;16:02:55;2024-01-24T16:02:55+01:00;2.89
24.01.2024;15:57:55;2024-01-24T15:57:55+01:00;2.89
24.01.2024;15:52:55;2024-01-24T15:52:55+01:00;2.89
24.01.2024;15:47:55;2024-01-24T15:47:55+01:00;2.89
24.01.2024;15:42:55;2024-01-24T15:42:55+01:00;2.89
24.01.2024;15:37:55;2024-01-24T15:37:55+01:00;2.89
24.01.2024;15:32:55;2024-01-24T15:32:55+01:00;2.89
24.01.2024;15:27:55;2024-01-24T15:27:55+01:00;2.89
24.01.2024;15:22:55;2024-01-24T15:22:55+01:00;2.89
24.01.2024;15:17:55;2024-01-24T15:17:55+01:00;2.89
24.01.2024;15:12:55;2024-01-24T15:12:55+01:00;2.89
24.01.2024;15:07:55;2024-01-24T15:07:55+01:00;2.89
24.01.2024;15:02:55;2024-01-24T15:02:55+01:00;2.89
24.01.2024;14:57:55;2024-01-24T14:57:55+01:00;2.89
24.01.2024;14:52:55;2024-01-24T14:52:55+01:00;2.89
24.01.2024;14:42:55;2024-01-24T14:42:55+01:00;2.89
24.01.2024;14:37:55;2024-01-24T14:37:55+01:00;2.89
24.01.2024;14:32:55;2024-01-24T14:32:55+01:00;2.89
24.01.2024;14:27:55;2024-01-24T14:27:55+01:00;2.89
24.01.2024;14:22:55;2024-01-24T14:22:55+01:00;2.89
24.01.2024;14:17:55;2024-01-24T14:17:55+01:00;2.89
24.01.2024;14:12:55;2024-01-24T14:12:55+01:00;2.89
24.01.2024;14:07:55;2024-01-24T14:07:55+01:00;2.89
24.01.2024;14:02:55;2024-01-24T14:02:55+01:00;2.89
24.01.2024;13:57:55;2024-01-24T13:57:55+01:00;2.89
24.01.2024;13:52:55;2024-01-24T13:52:55+01:00;2.89
24.01.2024;13:47:55;2024-01-24T13:47:55+01:00;2.89
24.01.2024;13:42:55;2024-01-24T13:42:55+01:00;2.89
24.01.2024;13:37:55;2024-01-24T13:37:55+01:00;2.89
24.01.2024;13:32:55;2024-01-24T13:32:55+01:00;2.89
24.01.2024;13:27:55;2024-01-24T13:27:55+01:00;2.89
24.01.2024;13:22:55;2024-01-24T13:22:55+01:00;2.89
24.01.2024;13:17:55;2024-01-24T13:17:55+01:00;2.89
24.01.2024;13:12:55;2024-01-24T13:12:55+01:00;2.89
24.01.2024;13:07:55;2024-01-24T13:07:55+01:00;2.89
24.01.2024;13:02:55;2024-01-24T13:02:55+01:00;2.89
24.01.2024;12:57:55;2024-01-24T12:57:55+01:00;2.89
24.01.2024;12:52:55;2024-01-24T12:52:55+01:00;2.89
24.01.2024;12:47:55;2024-01-24T12:47:55+01:00;2.89
24.01.2024;12:42:55;2024-01-24T12:42:55+01:00;2.89
24.01.2024;12:37:54;2024-01-24T12:37:54+01:00;2.89
24.01.2024;12:32:54;2024-01-24T12:32:54+01:00;2.89
24.01.2024;12:27:54;2024-01-24T12:27:54+01:00;2.889
24.01.2024;12:22:54;2024-01-24T12:22:54+01:00;2.849
24.01.2024;12:17:54;2024-01-24T12:17:54+01:00;2.849
24.01.2024;12:12:54;2024-01-24T12:12:54+01:00;2.849
24.01.2024;12:07:54;2024-01-24T12:07:54+01:00;2.849
24.01.2024;12:02:54;2024-01-24T12:02:54+01:00;2.849
24.01.2024;11:57:54;2024-01-24T11:57:54+01:00;2.849
24.01.2024;11:52:54;2024-01-24T11:52:54+01:00;2.849
24.01.2024;11:47:54;2024-01-24T11:47:54+01:00;2.849
24.01.2024;11:42:54;2024-01-24T11:42:54+01:00;2.849
24.01.2024;11:37:54;2024-01-24T11:37:54+01:00;2.849
24.01.2024;11:32:54;2024-01-24T11:32:54+01:00;2.849
24.01.2024;11:27:54;2024-01-24T11:27:54+01:00;2.849
24.01.2024;11:22:54;2024-01-24T11:22:54+01:00;2.849
24.01.2024;11:17:54;2024-01-24T11:17:54+01:00;2.849
24.01.2024;11:12:54;2024-01-24T11:12:54+01:00;2.849
24.01.2024;11:07:54;2024-01-24T11:07:54+01:00;2.849
24.01.2024;11:02:54;2024-01-24T11:02:54+01:00;2.849
24.01.2024;10:57:54;2024-01-24T10:57:54+01:00;2.849
24.01.2024;10:52:54;2024-01-24T10:52:54+01:00;2.849
24.01.2024;10:47:54;2024-01-24T10:47:54+01:00;2.849
24.01.2024;10:42:54;2024-01-24T10:42:54+01:00;2.849
24.01.2024;10:37:54;2024-01-24T10:37:54+01:00;2.849
24.01.2024;10:32:54;2024-01-24T10:32:54+01:00;2.849
24.01.2024;10:27:54;2024-01-24T10:27:54+01:00;2.849
24.01.2024;10:22:54;2024-01-24T10:22:54+01:00;2.849
24.01.2024;10:17:54;2024-01-24T10:17:54+01:00;2.849
24.01.2024;10:12:54;2024-01-24T10:12:54+01:00;2.849
24.01.2024;10:07:54;2024-01-24T10:07:54+01:00;2.849
24.01.2024;10:02:54;2024-01-24T10:02:54+01:00;2.849
24.01.2024;09:57:54;2024-01-24T09:57:54+01:00;2.849
24.01.2024;09:52:54;2024-01-24T09:52:54+01:00;2.849
24.01.2024;09:47:54;2024-01-24T09:47:54+01:00;2.849
24.01.2024;09:42:54;2024-01-24T09:42:54+01:00;2.849
24.01.2024;09:37:54;2024-01-24T09:37:54+01:00;2.849
24.01.2024;09:32:54;2024-01-24T09:32:54+01:00;2.849
24.01.2024;09:27:54;2024-01-24T09:27:54+01:00;2.849
24.01.2024;09:22:54;2024-01-24T09:22:54+01:00;2.849
24.01.2024;09:17:54;2024-01-24T09:17:54+01:00;2.849
24.01.2024;09:12:54;2024-01-24T09:12:54+01:00;2.849
24.01.2024;09:07:54;2024-01-24T09:07:54+01:00;2.849
24.01.2024;09:02:54;2024-01-24T09:02:54+01:00;2.849
24.01.2024;08:57:54;2024-01-24T08:57:54+01:00;2.849
24.01.2024;08:52:54;2024-01-24T08:52:54+01:00;2.849
24.01.2024;08:47:54;2024-01-24T08:47:54+01:00;2.849
24.01.2024;08:42:54;2024-01-24T08:42:54+01:00;2.849
24.01.2024;08:37:54;2024-01-24T08:37:54+01:00;2.849
24.01.2024;08:32:54;2024-01-24T08:32:54+01:00;2.849
24.01.2024;08:27:54;2024-01-24T08:27:54+01:00;2.849
24.01.2024;08:22:54;2024-01-24T08:22:54+01:00;2.849
24.01.2024;08:17:54;2024-01-24T08:17:54+01:00;2.849
24.01.2024;08:12:54;2024-01-24T08:12:54+01:00;2.849
24.01.2024;08:07:54;2024-01-24T08:07:54+01:00;2.849
24.01.2024;08:02:54;2024-01-24T08:02:54+01:00;2.849
24.01.2024;07:57:54;2024-01-24T07:57:54+01:00;2.849
24.01.2024;07:52:54;2024-01-24T07:52:54+01:00;2.849
24.01.2024;07:47:54;2024-01-24T07:47:54+01:00;2.849
24.01.2024;07:42:54;2024-01-24T07:42:54+01:00;2.849
24.01.2024;07:37:54;2024-01-24T07:37:54+01:00;2.849
24.01.2024;07:32:54;2024-01-24T07:32:54+01:00;2.849
24.01.2024;07:27:54;2024-01-24T07:27:54+01:00;2.849
24.01.2024;07:22:54;2024-01-24T07:22:54+01:00;2.849
24.01.2024;07:17:54;2024-01-24T07:17:54+01:00;2.849
24.01.2024;07:12:54;2024-01-24T07:12:54+01:00;2.849
24.01.2024;07:07:54;2024-01-24T07:07:54+01:00;2.849
24.01.2024;07:02:54;2024-01-24T07:02:54+01:00;2.849
24.01.2024;06:57:54;2024-01-24T06:57:54+01:00;2.849
24.01.2024;06:52:54;2024-01-24T06:52:54+01:00;2.849
24.01.2024;06:47:54;2024-01-24T06:47:54+01:00;2.849
24.01.2024;06:42:54;2024-01-24T06:42:54+01:00;2.849
24.01.2024;06:37:54;2024-01-24T06:37:54+01:00;2.849
24.01.2024;06:32:54;2024-01-24T06:32:54+01:00;2.849
24.01.2024;06:27:54;2024-01-24T06:27:54+01:00;2.849
24.01.2024;06:22:54;2024-01-24T06:22:54+01:00;2.849
24.01.2024;06:17:54;2024-01-24T06:17:54+01:00;2.849
24.01.2024;06:12:54;2024-01-24T06:12:54+01:00;2.849
24.01.2024;06:07:54;2024-01-24T06:07:54+01:00;2.849
24.01.2024;06:02:54;2024-01-24T06:02:54+01:00;2.849
24.01.2024;05:57:54;2024-01-24T05:57:54+01:00;2.849
24.01.2024;05:52:54;2024-01-24T05:52:54+01:00;2.849
24.01.2024;05:47:54;2024-01-24T05:47:54+01:00;2.849
24.01.2024;05:42:54;2024-01-24T05:42:54+01:00;2.849
24.01.2024;05:37:54;2024-01-24T05:37:54+01:00;2.849
24.01.2024;05:32:54;2024-01-24T05:32:54+01:00;2.849
24.01.2024;05:27:54;2024-01-24T05:27:54+01:00;2.849
24.01.2024;05:22:54;2024-01-24T05:22:54+01:00;2.849
24.01.2024;05:17:54;2024-01-24T05:17:54+01:00;2.849
24.01.2024;05:12:54;2024-01-24T05:12:54+01:00;2.849
24.01.2024;05:07:54;2024-01-24T05:07:54+01:00;2.849
24.01.2024;05:02:54;2024-01-24T05:02:54+01:00;2.849
24.01.2024;04:57:54;2024-01-24T04:57:54+01:00;2.849
24.01.2024;04:52:54;2024-01-24T04:52:54+01:00;2.849
24.01.2024;04:47:54;2024-01-24T04:47:54+01:00;2.849
24.01.2024;04:42:54;2024-01-24T04:42:54+01:00;2.849
24.01.2024;04:37:54;2024-01-24T04:37:54+01:00;2.849
24.01.2024;04:32:54;2024-01-24T04:32:54+01:00;2.849
24.01.2024;04:27:54;2024-01-24T04:27:54+01:00;2.849
24.01.2024;04:22:54;2024-01-24T04:22:54+01:00;2.849
24.01.2024;04:17:54;2024-01-24T04:17:54+01:00;2.849
24.01.2024;04:12:54;2024-01-24T04:12:54+01:00;2.849
24.01.2024;04:07:54;2024-01-24T04:07:54+01:00;2.849
24.01.2024;04:02:54;2024-01-24T04:02:54+01:00;2.849
24.01.2024;03:57:54;2024-01-24T03:57:54+01:00;2.849
24.01.2024;03:52:54;2024-01-24T03:52:54+01:00;2.849
24.01.2024;03:47:54;2024-01-24T03:47:54+01:00;2.849
24.01.2024;03:42:54;2024-01-24T03:42:54+01:00;2.849
24.01.2024;03:37:54;2024-01-24T03:37:54+01:00;2.849
24.01.2024;03:32:54;2024-01-24T03:32:54+01:00;2.849
24.01.2024;03:27:54;2024-01-24T03:27:54+01:00;2.849
24.01.2024;03:22:54;2024-01-24T03:22:54+01:00;2.849
24.01.2024;03:17:54;2024-01-24T03:17:54+01:00;2.849
24.01.2024;03:12:54;2024-01-24T03:12:54+01:00;2.849
24.01.2024;03:07:54;2024-01-24T03:07:54+01:00;2.849
24.01.2024;03:02:54;2024-01-24T03:02:54+01:00;2.849
24.01.2024;02:57:54;2024-01-24T02:57:54+01:00;2.849
24.01.2024;02:52:54;2024-01-24T02:52:54+01:00;2.849
24.01.2024;02:47:54;2024-01-24T02:47:54+01:00;2.849
24.01.2024;02:42:54;2024-01-24T02:42:54+01:00;2.849
24.01.2024;02:37:54;2024-01-24T02:37:54+01:00;2.849
24.01.2024;02:32:54;2024-01-24T02:32:54+01:00;2.849
24.01.2024;02:27:54;2024-01-24T02:27:54+01:00;2.849
24.01.2024;02:22:54;2024-01-24T02:22:54+01:00;2.849
24.01.2024;02:17:54;2024-01-24T02:17:54+01:00;2.849
24.01.2024;02:12:54;2024-01-24T02:12:54+01:00;2.849
24.01.2024;02:07:54;2024-01-24T02:07:54+01:00;2.849
24.01.2024;02:02:54;2024-01-24T02:02:54+01:00;2.849
24.01.2024;01:57:54;2024-01-24T01:57:54+01:00;2.849
24.01.2024;01:52:54;2024-01-24T01:52:54+01:00;2.849
24.01.2024;01:47:54;2024-01-24T01:47:54+01:00;2.849
24.01.2024;01:42:54;2024-01-24T01:42:54+01:00;2.849
24.01.2024;01:37:54;2024-01-24T01:37:54+01:00;2.849
24.01.2024;01:32:54;2024-01-24T01:32:54+01:00;2.849
24.01.2024;01:27:54;2024-01-24T01:27:54+01:00;2.849
24.01.2024;01:22:54;2024-01-24T01:22:54+01:00;2.849
24.01.2024;01:17:54;2024-01-24T01:17:54+01:00;2.849
24.01.2024;01:12:54;2024-01-24T01:12:54+01:00;2.849
24.01.2024;01:07:54;2024-01-24T01:07:54+01:00;2.849
24.01.2024;01:02:54;2024-01-24T01:02:54+01:00;2.849
24.01.2024;00:57:54;2024-01-24T00:57:54+01:00;2.849
24.01.2024;00:52:54;2024-01-24T00:52:54+01:00;2.849
24.01.2024;00:47:54;2024-01-24T00:47:54+01:00;2.849
24.01.2024;00:42:54;2024-01-24T00:42:54+01:00;2.849
24.01.2024;00:37:54;2024-01-24T00:37:54+01:00;2.849
24.01.2024;00:32:54;2024-01-24T00:32:54+01:00;2.849
24.01.2024;00:27:54;2024-01-24T00:27:54+01:00;2.849
24.01.2024;00:22:54;2024-01-24T00:22:54+01:00;2.849
24.01.2024;00:17:54;2024-01-24T00:17:54+01:00;2.849
24.01.2024;00:12:54;2024-01-24T00:12:54+01:00;2.849
24.01.2024;00:07:54;2024-01-24T00:07:54+01:00;2.849
24.01.2024;00:02:54;2024-01-24T00:02:54+01:00;2.849
23.01.2024;23:57:54;2024-01-23T23:57:54+01:00;2.849
23.01.2024;23:52:54;2024-01-23T23:52:54+01:00;2.849
23.01.2024;23:47:54;2024-01-23T23:47:54+01:00;2.849
23.01.2024;23:42:54;2024-01-23T23:42:54+01:00;2.849
23.01.2024;23:37:54;2024-01-23T23:37:54+01:00;2.849
23.01.2024;23:32:54;2024-01-23T23:32:54+01:00;2.849
23.01.2024;23:27:53;2024-01-23T23:27:53+01:00;2.849
