Datum;Zeit;Time;Wirkleistung(W)
10.03.2024;02:16:52;2024-03-10T02:16:52+01:00;67.00
10.03.2024;02:11:52;2024-03-10T02:11:52+01:00;67.00
10.03.2024;02:06:52;2024-03-10T02:06:52+01:00;67.00
10.03.2024;02:01:52;2024-03-10T02:01:52+01:00;66.00
10.03.2024;01:56:52;2024-03-10T01:56:52+01:00;67.00
10.03.2024;01:51:52;2024-03-10T01:51:52+01:00;66.00
10.03.2024;01:46:52;2024-03-10T01:46:52+01:00;67.00
10.03.2024;01:41:52;2024-03-10T01:41:52+01:00;67.00
10.03.2024;01:36:52;2024-03-10T01:36:52+01:00;67.00
10.03.2024;01:31:52;2024-03-10T01:31:52+01:00;66.00
10.03.2024;01:26:52;2024-03-10T01:26:52+01:00;66.00
10.03.2024;01:21:52;2024-03-10T01:21:52+01:00;67.00
10.03.2024;01:16:52;2024-03-10T01:16:52+01:00;67.00
10.03.2024;01:11:52;2024-03-10T01:11:52+01:00;67.00
10.03.2024;01:06:52;2024-03-10T01:06:52+01:00;67.00
10.03.2024;01:01:52;2024-03-10T01:01:52+01:00;67.00
10.03.2024;00:56:52;2024-03-10T00:56:52+01:00;67.00
10.03.2024;00:51:52;2024-03-10T00:51:52+01:00;67.00
10.03.2024;00:46:52;2024-03-10T00:46:52+01:00;67.00
10.03.2024;00:41:52;2024-03-10T00:41:52+01:00;67.00
10.03.2024;00:36:52;2024-03-10T00:36:52+01:00;67.00
10.03.2024;00:31:52;2024-03-10T00:31:52+01:00;67.00
10.03.2024;00:26:52;2024-03-10T00:26:52+01:00;67.00
10.03.2024;00:21:52;2024-03-10T00:21:52+01:00;67.00
10.03.2024;00:16:52;2024-03-10T00:16:52+01:00;66.00
10.03.2024;00:11:52;2024-03-10T00:11:52+01:00;67.00
10.03.2024;00:06:52;2024-03-10T00:06:52+01:00;67.00
10.03.2024;00:01:52;2024-03-10T00:01:52+01:00;67.00
09.03.2024;23:56:52;2024-03-09T23:56:52+01:00;67.00
09.03.2024;23:51:52;2024-03-09T23:51:52+01:00;67.00
09.03.2024;23:46:52;2024-03-09T23:46:52+01:00;67.00
09.03.2024;23:41:52;2024-03-09T23:41:52+01:00;67.00
09.03.2024;23:36:52;2024-03-09T23:36:52+01:00;67.00
09.03.2024;23:31:52;2024-03-09T23:31:52+01:00;67.00
09.03.2024;23:26:52;2024-03-09T23:26:52+01:00;67.00
09.03.2024;23:21:52;2024-03-09T23:21:52+01:00;67.00
09.03.2024;23:16:52;2024-03-09T23:16:52+01:00;66.00
09.03.2024;23:11:52;2024-03-09T23:11:52+01:00;67.00
09.03.2024;23:06:52;2024-03-09T23:06:52+01:00;67.00
09.03.2024;23:01:52;2024-03-09T23:01:52+01:00;67.00
09.03.2024;22:56:52;2024-03-09T22:56:52+01:00;67.00
09.03.2024;22:51:52;2024-03-09T22:51:52+01:00;67.00
09.03.2024;22:46:52;2024-03-09T22:46:52+01:00;67.00
09.03.2024;22:41:52;2024-03-09T22:41:52+01:00;67.00
09.03.2024;22:36:52;2024-03-09T22:36:52+01:00;67.00
09.03.2024;22:31:52;2024-03-09T22:31:52+01:00;67.00
09.03.2024;22:26:52;2024-03-09T22:26:52+01:00;68.00
09.03.2024;22:21:52;2024-03-09T22:21:52+01:00;67.00
09.03.2024;22:16:52;2024-03-09T22:16:52+01:00;84.00
09.03.2024;22:11:52;2024-03-09T22:11:52+01:00;67.00
09.03.2024;22:06:52;2024-03-09T22:06:52+01:00;65.00
09.03.2024;22:01:52;2024-03-09T22:01:52+01:00;65.00
09.03.2024;21:56:52;2024-03-09T21:56:52+01:00;66.00
09.03.2024;21:51:52;2024-03-09T21:51:52+01:00;65.00
09.03.2024;21:46:52;2024-03-09T21:46:52+01:00;65.00
09.03.2024;21:41:52;2024-03-09T21:41:52+01:00;65.00
09.03.2024;21:36:52;2024-03-09T21:36:52+01:00;65.00
09.03.2024;21:31:52;2024-03-09T21:31:52+01:00;65.00
09.03.2024;21:26:52;2024-03-09T21:26:52+01:00;65.00
09.03.2024;21:21:52;2024-03-09T21:21:52+01:00;65.00
09.03.2024;21:16:52;2024-03-09T21:16:52+01:00;65.00
09.03.2024;21:11:52;2024-03-09T21:11:52+01:00;65.00
09.03.2024;21:06:51;2024-03-09T21:06:51+01:00;65.00
09.03.2024;21:01:51;2024-03-09T21:01:51+01:00;65.00
09.03.2024;20:56:51;2024-03-09T20:56:51+01:00;65.00
09.03.2024;20:51:52;2024-03-09T20:51:52+01:00;65.00
09.03.2024;20:46:51;2024-03-09T20:46:51+01:00;65.00
09.03.2024;20:41:51;2024-03-09T20:41:51+01:00;65.00
09.03.2024;20:36:51;2024-03-09T20:36:51+01:00;65.00
09.03.2024;20:31:51;2024-03-09T20:31:51+01:00;65.00
09.03.2024;20:26:51;2024-03-09T20:26:51+01:00;65.00
09.03.2024;20:21:51;2024-03-09T20:21:51+01:00;65.00
09.03.2024;20:16:51;2024-03-09T20:16:51+01:00;65.00
09.03.2024;20:11:51;2024-03-09T20:11:51+01:00;65.00
09.03.2024;20:06:51;2024-03-09T20:06:51+01:00;65.00
09.03.2024;20:01:51;2024-03-09T20:01:51+01:00;65.00
09.03.2024;19:56:51;2024-03-09T19:56:51+01:00;65.00
09.03.2024;19:51:51;2024-03-09T19:51:51+01:00;65.00
09.03.2024;19:46:51;2024-03-09T19:46:51+01:00;65.00
09.03.2024;19:41:51;2024-03-09T19:41:51+01:00;65.00
09.03.2024;19:36:51;2024-03-09T19:36:51+01:00;65.00
09.03.2024;19:31:51;2024-03-09T19:31:51+01:00;65.00
09.03.2024;19:26:51;2024-03-09T19:26:51+01:00;65.00
09.03.2024;19:21:51;2024-03-09T19:21:51+01:00;65.00
09.03.2024;19:16:51;2024-03-09T19:16:51+01:00;65.00
09.03.2024;19:11:51;2024-03-09T19:11:51+01:00;65.00
09.03.2024;19:06:51;2024-03-09T19:06:51+01:00;65.00
09.03.2024;19:01:51;2024-03-09T19:01:51+01:00;65.00
09.03.2024;18:56:51;2024-03-09T18:56:51+01:00;65.00
09.03.2024;18:51:51;2024-03-09T18:51:51+01:00;65.00
09.03.2024;18:46:51;2024-03-09T18:46:51+01:00;66.00
09.03.2024;18:41:51;2024-03-09T18:41:51+01:00;66.00
09.03.2024;18:36:51;2024-03-09T18:36:51+01:00;66.00
09.03.2024;18:31:51;2024-03-09T18:31:51+01:00;65.00
09.03.2024;18:26:51;2024-03-09T18:26:51+01:00;65.00
09.03.2024;18:21:51;2024-03-09T18:21:51+01:00;66.00
09.03.2024;18:16:51;2024-03-09T18:16:51+01:00;66.00
09.03.2024;18:11:51;2024-03-09T18:11:51+01:00;65.00
09.03.2024;18:06:51;2024-03-09T18:06:51+01:00;65.00
09.03.2024;18:01:51;2024-03-09T18:01:51+01:00;66.00
09.03.2024;17:56:51;2024-03-09T17:56:51+01:00;65.00
09.03.2024;17:51:51;2024-03-09T17:51:51+01:00;80.00
09.03.2024;17:46:51;2024-03-09T17:46:51+01:00;65.00
09.03.2024;17:41:51;2024-03-09T17:41:51+01:00;65.00
09.03.2024;17:36:51;2024-03-09T17:36:51+01:00;65.00
09.03.2024;17:31:51;2024-03-09T17:31:51+01:00;81.00
09.03.2024;17:26:51;2024-03-09T17:26:51+01:00;65.00
09.03.2024;17:21:51;2024-03-09T17:21:51+01:00;81.00
09.03.2024;17:16:51;2024-03-09T17:16:51+01:00;65.00
09.03.2024;17:11:51;2024-03-09T17:11:51+01:00;65.00
09.03.2024;17:06:51;2024-03-09T17:06:51+01:00;64.00
09.03.2024;17:01:51;2024-03-09T17:01:51+01:00;65.00
09.03.2024;16:56:51;2024-03-09T16:56:51+01:00;65.00
09.03.2024;16:51:51;2024-03-09T16:51:51+01:00;65.00
09.03.2024;16:46:51;2024-03-09T16:46:51+01:00;65.00
09.03.2024;16:41:51;2024-03-09T16:41:51+01:00;65.00
09.03.2024;16:36:51;2024-03-09T16:36:51+01:00;65.00
09.03.2024;16:31:51;2024-03-09T16:31:51+01:00;65.00
09.03.2024;16:26:51;2024-03-09T16:26:51+01:00;65.00
09.03.2024;16:21:51;2024-03-09T16:21:51+01:00;65.00
09.03.2024;16:16:51;2024-03-09T16:16:51+01:00;65.00
09.03.2024;16:11:51;2024-03-09T16:11:51+01:00;65.00
09.03.2024;16:06:51;2024-03-09T16:06:51+01:00;65.00
09.03.2024;16:01:51;2024-03-09T16:01:51+01:00;65.00
09.03.2024;15:56:51;2024-03-09T15:56:51+01:00;65.00
09.03.2024;15:51:51;2024-03-09T15:51:51+01:00;65.00
09.03.2024;15:46:51;2024-03-09T15:46:51+01:00;65.00
09.03.2024;15:41:51;2024-03-09T15:41:51+01:00;65.00
09.03.2024;15:36:51;2024-03-09T15:36:51+01:00;65.00
09.03.2024;15:31:51;2024-03-09T15:31:51+01:00;65.00
09.03.2024;15:26:51;2024-03-09T15:26:51+01:00;65.00
09.03.2024;15:21:51;2024-03-09T15:21:51+01:00;65.00
09.03.2024;15:16:51;2024-03-09T15:16:51+01:00;65.00
09.03.2024;15:11:51;2024-03-09T15:11:51+01:00;65.00
09.03.2024;15:06:51;2024-03-09T15:06:51+01:00;65.00
09.03.2024;15:01:51;2024-03-09T15:01:51+01:00;65.00
09.03.2024;14:56:51;2024-03-09T14:56:51+01:00;65.00
09.03.2024;14:51:51;2024-03-09T14:51:51+01:00;65.00
09.03.2024;14:46:51;2024-03-09T14:46:51+01:00;65.00
09.03.2024;14:41:51;2024-03-09T14:41:51+01:00;65.00
09.03.2024;14:36:51;2024-03-09T14:36:51+01:00;65.00
09.03.2024;14:31:51;2024-03-09T14:31:51+01:00;65.00
09.03.2024;14:26:51;2024-03-09T14:26:51+01:00;65.00
09.03.2024;14:21:51;2024-03-09T14:21:51+01:00;82.00
09.03.2024;14:16:51;2024-03-09T14:16:51+01:00;65.00
09.03.2024;14:11:51;2024-03-09T14:11:51+01:00;64.00
09.03.2024;14:06:51;2024-03-09T14:06:51+01:00;65.00
09.03.2024;14:01:51;2024-03-09T14:01:51+01:00;65.00
09.03.2024;13:56:51;2024-03-09T13:56:51+01:00;65.00
09.03.2024;13:51:51;2024-03-09T13:51:51+01:00;65.00
09.03.2024;13:46:51;2024-03-09T13:46:51+01:00;65.00
09.03.2024;13:41:51;2024-03-09T13:41:51+01:00;65.00
09.03.2024;13:36:51;2024-03-09T13:36:51+01:00;65.00
09.03.2024;13:31:51;2024-03-09T13:31:51+01:00;65.00
09.03.2024;13:26:51;2024-03-09T13:26:51+01:00;65.00
09.03.2024;13:21:51;2024-03-09T13:21:51+01:00;65.00
09.03.2024;13:16:51;2024-03-09T13:16:51+01:00;65.00
09.03.2024;13:11:51;2024-03-09T13:11:51+01:00;65.00
09.03.2024;13:06:51;2024-03-09T13:06:51+01:00;65.00
09.03.2024;13:01:51;2024-03-09T13:01:51+01:00;65.00
09.03.2024;12:56:51;2024-03-09T12:56:51+01:00;65.00
09.03.2024;12:51:51;2024-03-09T12:51:51+01:00;65.00
09.03.2024;12:46:51;2024-03-09T12:46:51+01:00;65.00
09.03.2024;12:41:51;2024-03-09T12:41:51+01:00;65.00
09.03.2024;12:36:51;2024-03-09T12:36:51+01:00;66.00
09.03.2024;12:31:51;2024-03-09T12:31:51+01:00;65.00
09.03.2024;12:26:51;2024-03-09T12:26:51+01:00;66.00
09.03.2024;12:21:51;2024-03-09T12:21:51+01:00;65.00
09.03.2024;12:16:51;2024-03-09T12:16:51+01:00;66.00
09.03.2024;12:11:51;2024-03-09T12:11:51+01:00;65.00
09.03.2024;12:06:51;2024-03-09T12:06:51+01:00;65.00
09.03.2024;12:01:51;2024-03-09T12:01:51+01:00;65.00
09.03.2024;11:56:51;2024-03-09T11:56:51+01:00;65.00
09.03.2024;11:51:51;2024-03-09T11:51:51+01:00;65.00
09.03.2024;11:46:51;2024-03-09T11:46:51+01:00;65.00
09.03.2024;11:41:51;2024-03-09T11:41:51+01:00;65.00
09.03.2024;11:36:51;2024-03-09T11:36:51+01:00;65.00
09.03.2024;11:31:51;2024-03-09T11:31:51+01:00;81.00
09.03.2024;11:26:51;2024-03-09T11:26:51+01:00;65.00
09.03.2024;11:21:51;2024-03-09T11:21:51+01:00;65.00
09.03.2024;11:16:51;2024-03-09T11:16:51+01:00;65.00
09.03.2024;11:11:51;2024-03-09T11:11:51+01:00;65.00
09.03.2024;11:06:51;2024-03-09T11:06:51+01:00;65.00
09.03.2024;11:01:51;2024-03-09T11:01:51+01:00;65.00
09.03.2024;10:56:51;2024-03-09T10:56:51+01:00;65.00
09.03.2024;10:51:51;2024-03-09T10:51:51+01:00;65.00
09.03.2024;10:46:51;2024-03-09T10:46:51+01:00;65.00
09.03.2024;10:41:51;2024-03-09T10:41:51+01:00;65.00
09.03.2024;10:36:50;2024-03-09T10:36:50+01:00;65.00
09.03.2024;10:31:50;2024-03-09T10:31:50+01:00;65.00
09.03.2024;10:26:50;2024-03-09T10:26:50+01:00;65.00
09.03.2024;10:21:50;2024-03-09T10:21:50+01:00;65.00
09.03.2024;10:16:50;2024-03-09T10:16:50+01:00;65.00
09.03.2024;10:11:51;2024-03-09T10:11:51+01:00;65.00
09.03.2024;10:06:50;2024-03-09T10:06:50+01:00;65.00
09.03.2024;10:01:50;2024-03-09T10:01:50+01:00;66.00
09.03.2024;09:56:50;2024-03-09T09:56:50+01:00;66.00
09.03.2024;09:51:50;2024-03-09T09:51:50+01:00;81.00
09.03.2024;09:46:50;2024-03-09T09:46:50+01:00;65.00
09.03.2024;09:41:50;2024-03-09T09:41:50+01:00;65.00
09.03.2024;09:36:50;2024-03-09T09:36:50+01:00;65.00
09.03.2024;09:31:50;2024-03-09T09:31:50+01:00;65.00
09.03.2024;09:26:50;2024-03-09T09:26:50+01:00;65.00
09.03.2024;09:21:50;2024-03-09T09:21:50+01:00;65.00
09.03.2024;09:16:50;2024-03-09T09:16:50+01:00;65.00
09.03.2024;09:11:50;2024-03-09T09:11:50+01:00;81.00
09.03.2024;09:06:50;2024-03-09T09:06:50+01:00;65.00
09.03.2024;09:01:50;2024-03-09T09:01:50+01:00;65.00
09.03.2024;08:56:50;2024-03-09T08:56:50+01:00;64.00
09.03.2024;08:51:50;2024-03-09T08:51:50+01:00;64.00
09.03.2024;08:46:50;2024-03-09T08:46:50+01:00;65.00
09.03.2024;08:41:50;2024-03-09T08:41:50+01:00;64.00
09.03.2024;08:36:50;2024-03-09T08:36:50+01:00;64.00
09.03.2024;08:31:50;2024-03-09T08:31:50+01:00;64.00
09.03.2024;08:26:50;2024-03-09T08:26:50+01:00;65.00
09.03.2024;08:21:50;2024-03-09T08:21:50+01:00;64.00
09.03.2024;08:16:50;2024-03-09T08:16:50+01:00;64.00
09.03.2024;08:11:50;2024-03-09T08:11:50+01:00;64.00
09.03.2024;08:06:50;2024-03-09T08:06:50+01:00;65.00
09.03.2024;08:01:50;2024-03-09T08:01:50+01:00;64.00
09.03.2024;07:56:50;2024-03-09T07:56:50+01:00;64.00
09.03.2024;07:51:50;2024-03-09T07:51:50+01:00;64.00
09.03.2024;07:46:50;2024-03-09T07:46:50+01:00;64.00
09.03.2024;07:41:50;2024-03-09T07:41:50+01:00;64.00
09.03.2024;07:36:50;2024-03-09T07:36:50+01:00;65.00
09.03.2024;07:31:50;2024-03-09T07:31:50+01:00;64.00
09.03.2024;07:26:50;2024-03-09T07:26:50+01:00;64.00
09.03.2024;07:21:50;2024-03-09T07:21:50+01:00;64.00
09.03.2024;07:16:50;2024-03-09T07:16:50+01:00;64.00
09.03.2024;07:11:50;2024-03-09T07:11:50+01:00;64.00
09.03.2024;07:06:50;2024-03-09T07:06:50+01:00;65.00
09.03.2024;07:01:50;2024-03-09T07:01:50+01:00;64.00
09.03.2024;06:56:50;2024-03-09T06:56:50+01:00;64.00
09.03.2024;06:51:50;2024-03-09T06:51:50+01:00;64.00
09.03.2024;06:46:50;2024-03-09T06:46:50+01:00;64.00
09.03.2024;06:41:50;2024-03-09T06:41:50+01:00;64.00
09.03.2024;06:36:50;2024-03-09T06:36:50+01:00;65.00
09.03.2024;06:31:50;2024-03-09T06:31:50+01:00;65.00
09.03.2024;06:26:50;2024-03-09T06:26:50+01:00;64.00
09.03.2024;06:21:50;2024-03-09T06:21:50+01:00;64.00
09.03.2024;06:16:50;2024-03-09T06:16:50+01:00;64.00
09.03.2024;06:11:50;2024-03-09T06:11:50+01:00;64.00
09.03.2024;06:06:50;2024-03-09T06:06:50+01:00;64.00
09.03.2024;06:01:50;2024-03-09T06:01:50+01:00;64.00
09.03.2024;05:56:50;2024-03-09T05:56:50+01:00;64.00
09.03.2024;05:51:50;2024-03-09T05:51:50+01:00;64.00
09.03.2024;05:46:50;2024-03-09T05:46:50+01:00;65.00
09.03.2024;05:41:50;2024-03-09T05:41:50+01:00;65.00
09.03.2024;05:36:50;2024-03-09T05:36:50+01:00;64.00
09.03.2024;05:31:50;2024-03-09T05:31:50+01:00;65.00
09.03.2024;05:26:50;2024-03-09T05:26:50+01:00;65.00
09.03.2024;05:21:50;2024-03-09T05:21:50+01:00;65.00
09.03.2024;05:16:50;2024-03-09T05:16:50+01:00;65.00
09.03.2024;05:11:50;2024-03-09T05:11:50+01:00;64.00
09.03.2024;05:06:50;2024-03-09T05:06:50+01:00;65.00
09.03.2024;05:01:50;2024-03-09T05:01:50+01:00;64.00
09.03.2024;04:56:50;2024-03-09T04:56:50+01:00;65.00
09.03.2024;04:51:50;2024-03-09T04:51:50+01:00;64.00
09.03.2024;04:46:50;2024-03-09T04:46:50+01:00;64.00
09.03.2024;04:41:50;2024-03-09T04:41:50+01:00;64.00
09.03.2024;04:36:50;2024-03-09T04:36:50+01:00;65.00
09.03.2024;04:31:50;2024-03-09T04:31:50+01:00;65.00
09.03.2024;04:26:50;2024-03-09T04:26:50+01:00;64.00
09.03.2024;04:21:50;2024-03-09T04:21:50+01:00;65.00
09.03.2024;04:16:50;2024-03-09T04:16:50+01:00;65.00
09.03.2024;04:11:50;2024-03-09T04:11:50+01:00;65.00
09.03.2024;04:06:50;2024-03-09T04:06:50+01:00;65.00
09.03.2024;04:01:50;2024-03-09T04:01:50+01:00;65.00
09.03.2024;03:56:50;2024-03-09T03:56:50+01:00;65.00
09.03.2024;03:51:50;2024-03-09T03:51:50+01:00;65.00
09.03.2024;03:46:50;2024-03-09T03:46:50+01:00;65.00
09.03.2024;03:41:50;2024-03-09T03:41:50+01:00;64.00
09.03.2024;03:36:50;2024-03-09T03:36:50+01:00;65.00
09.03.2024;03:31:50;2024-03-09T03:31:50+01:00;65.00
09.03.2024;03:26:50;2024-03-09T03:26:50+01:00;65.00
09.03.2024;03:21:50;2024-03-09T03:21:50+01:00;65.00
09.03.2024;03:16:50;2024-03-09T03:16:50+01:00;65.00
09.03.2024;03:11:50;2024-03-09T03:11:50+01:00;64.00
09.03.2024;03:06:50;2024-03-09T03:06:50+01:00;65.00
09.03.2024;03:01:50;2024-03-09T03:01:50+01:00;65.00
09.03.2024;02:56:50;2024-03-09T02:56:50+01:00;65.00
09.03.2024;02:51:50;2024-03-09T02:51:50+01:00;65.00
09.03.2024;02:46:50;2024-03-09T02:46:50+01:00;65.00
09.03.2024;02:41:50;2024-03-09T02:41:50+01:00;65.00
09.03.2024;02:36:50;2024-03-09T02:36:50+01:00;65.00
09.03.2024;02:31:50;2024-03-09T02:31:50+01:00;65.00
09.03.2024;02:26:50;2024-03-09T02:26:50+01:00;65.00
09.03.2024;02:21:50;2024-03-09T02:21:50+01:00;65.00
09.03.2024;02:16:50;2024-03-09T02:16:50+01:00;65.00
09.03.2024;02:11:50;2024-03-09T02:11:50+01:00;65.00
09.03.2024;02:06:50;2024-03-09T02:06:50+01:00;65.00
09.03.2024;02:01:50;2024-03-09T02:01:50+01:00;65.00
09.03.2024;01:56:50;2024-03-09T01:56:50+01:00;65.00
09.03.2024;01:51:50;2024-03-09T01:51:50+01:00;65.00
09.03.2024;01:46:50;2024-03-09T01:46:50+01:00;65.00
09.03.2024;01:41:50;2024-03-09T01:41:50+01:00;65.00
09.03.2024;01:36:50;2024-03-09T01:36:50+01:00;65.00
09.03.2024;01:31:50;2024-03-09T01:31:50+01:00;64.00
09.03.2024;01:26:50;2024-03-09T01:26:50+01:00;65.00
09.03.2024;01:21:50;2024-03-09T01:21:50+01:00;65.00
09.03.2024;01:16:50;2024-03-09T01:16:50+01:00;65.00
09.03.2024;01:11:50;2024-03-09T01:11:50+01:00;65.00
09.03.2024;01:06:50;2024-03-09T01:06:50+01:00;65.00
09.03.2024;01:01:50;2024-03-09T01:01:50+01:00;65.00
09.03.2024;00:56:50;2024-03-09T00:56:50+01:00;65.00
09.03.2024;00:51:50;2024-03-09T00:51:50+01:00;65.00
09.03.2024;00:46:50;2024-03-09T00:46:50+01:00;65.00
09.03.2024;00:41:50;2024-03-09T00:41:50+01:00;65.00
09.03.2024;00:36:50;2024-03-09T00:36:50+01:00;65.00
09.03.2024;00:31:50;2024-03-09T00:31:50+01:00;65.00
09.03.2024;00:26:50;2024-03-09T00:26:50+01:00;65.00
09.03.2024;00:21:50;2024-03-09T00:21:50+01:00;65.00
09.03.2024;00:16:50;2024-03-09T00:16:50+01:00;65.00
09.03.2024;00:11:50;2024-03-09T00:11:50+01:00;65.00
09.03.2024;00:06:49;2024-03-09T00:06:49+01:00;65.00
09.03.2024;00:01:50;2024-03-09T00:01:50+01:00;65.00
08.03.2024;23:56:49;2024-03-08T23:56:49+01:00;65.00
08.03.2024;23:51:50;2024-03-08T23:51:50+01:00;65.00
08.03.2024;23:46:49;2024-03-08T23:46:49+01:00;65.00
08.03.2024;23:41:49;2024-03-08T23:41:49+01:00;65.00
08.03.2024;23:36:49;2024-03-08T23:36:49+01:00;65.00
08.03.2024;23:31:49;2024-03-08T23:31:49+01:00;65.00
08.03.2024;23:26:49;2024-03-08T23:26:49+01:00;65.00
08.03.2024;23:21:49;2024-03-08T23:21:49+01:00;65.00
08.03.2024;23:16:49;2024-03-08T23:16:49+01:00;65.00
08.03.2024;23:11:49;2024-03-08T23:11:49+01:00;65.00
08.03.2024;23:06:50;2024-03-08T23:06:50+01:00;65.00
08.03.2024;23:01:49;2024-03-08T23:01:49+01:00;65.00
08.03.2024;22:56:49;2024-03-08T22:56:49+01:00;65.00
08.03.2024;22:51:49;2024-03-08T22:51:49+01:00;65.00
08.03.2024;22:46:49;2024-03-08T22:46:49+01:00;66.00
08.03.2024;22:41:49;2024-03-08T22:41:49+01:00;66.00
08.03.2024;22:36:49;2024-03-08T22:36:49+01:00;66.00
08.03.2024;22:31:49;2024-03-08T22:31:49+01:00;66.00
08.03.2024;22:26:49;2024-03-08T22:26:49+01:00;66.00
08.03.2024;22:21:49;2024-03-08T22:21:49+01:00;65.00
08.03.2024;22:16:49;2024-03-08T22:16:49+01:00;65.00
08.03.2024;22:11:49;2024-03-08T22:11:49+01:00;65.00
08.03.2024;22:06:49;2024-03-08T22:06:49+01:00;66.00
08.03.2024;22:01:49;2024-03-08T22:01:49+01:00;65.00
08.03.2024;21:56:49;2024-03-08T21:56:49+01:00;65.00
08.03.2024;21:51:49;2024-03-08T21:51:49+01:00;65.00
08.03.2024;21:46:49;2024-03-08T21:46:49+01:00;65.00
08.03.2024;21:41:49;2024-03-08T21:41:49+01:00;65.00
08.03.2024;21:36:49;2024-03-08T21:36:49+01:00;65.00
08.03.2024;21:31:49;2024-03-08T21:31:49+01:00;65.00
08.03.2024;21:26:49;2024-03-08T21:26:49+01:00;65.00
08.03.2024;21:21:49;2024-03-08T21:21:49+01:00;65.00
08.03.2024;21:16:49;2024-03-08T21:16:49+01:00;65.00
08.03.2024;21:11:49;2024-03-08T21:11:49+01:00;65.00
08.03.2024;21:06:49;2024-03-08T21:06:49+01:00;66.00
08.03.2024;21:01:49;2024-03-08T21:01:49+01:00;66.00
08.03.2024;20:56:49;2024-03-08T20:56:49+01:00;66.00
08.03.2024;20:51:49;2024-03-08T20:51:49+01:00;66.00
08.03.2024;20:46:49;2024-03-08T20:46:49+01:00;65.00
08.03.2024;20:41:49;2024-03-08T20:41:49+01:00;66.00
08.03.2024;20:36:49;2024-03-08T20:36:49+01:00;66.00
08.03.2024;20:31:49;2024-03-08T20:31:49+01:00;66.00
08.03.2024;20:26:49;2024-03-08T20:26:49+01:00;66.00
08.03.2024;20:21:49;2024-03-08T20:21:49+01:00;66.00
08.03.2024;20:16:49;2024-03-08T20:16:49+01:00;66.00
08.03.2024;20:11:49;2024-03-08T20:11:49+01:00;66.00
08.03.2024;20:06:49;2024-03-08T20:06:49+01:00;66.00
08.03.2024;20:01:49;2024-03-08T20:01:49+01:00;66.00
08.03.2024;19:56:49;2024-03-08T19:56:49+01:00;66.00
08.03.2024;19:51:49;2024-03-08T19:51:49+01:00;66.00
08.03.2024;19:46:49;2024-03-08T19:46:49+01:00;66.00
08.03.2024;19:41:49;2024-03-08T19:41:49+01:00;67.00
08.03.2024;19:36:49;2024-03-08T19:36:49+01:00;67.00
08.03.2024;19:31:49;2024-03-08T19:31:49+01:00;67.00
08.03.2024;19:26:49;2024-03-08T19:26:49+01:00;68.00
08.03.2024;19:21:49;2024-03-08T19:21:49+01:00;69.00
08.03.2024;19:16:49;2024-03-08T19:16:49+01:00;70.00
08.03.2024;19:11:49;2024-03-08T19:11:49+01:00;71.00
08.03.2024;19:06:49;2024-03-08T19:06:49+01:00;73.00
08.03.2024;19:01:49;2024-03-08T19:01:49+01:00;0.00
08.03.2024;18:57:21;2024-03-08T18:57:21+01:00;0.00
