Datum;Zeit;Time;Wirkleistung(W)
20.03.2024;15:22:16;2024-03-20T15:22:16+01:00;65.00
20.03.2024;15:17:16;2024-03-20T15:17:16+01:00;65.00
20.03.2024;15:12:16;2024-03-20T15:12:16+01:00;65.00
20.03.2024;15:07:16;2024-03-20T15:07:16+01:00;65.00
20.03.2024;15:02:16;2024-03-20T15:02:16+01:00;65.00
20.03.2024;14:57:16;2024-03-20T14:57:16+01:00;65.00
20.03.2024;14:52:16;2024-03-20T14:52:16+01:00;65.00
20.03.2024;14:47:16;2024-03-20T14:47:16+01:00;65.00
20.03.2024;14:42:16;2024-03-20T14:42:16+01:00;65.00
20.03.2024;14:37:16;2024-03-20T14:37:16+01:00;65.00
20.03.2024;14:32:16;2024-03-20T14:32:16+01:00;65.00
20.03.2024;14:27:16;2024-03-20T14:27:16+01:00;65.00
20.03.2024;14:22:16;2024-03-20T14:22:16+01:00;65.00
20.03.2024;14:17:16;2024-03-20T14:17:16+01:00;65.00
20.03.2024;14:12:16;2024-03-20T14:12:16+01:00;65.00
20.03.2024;14:07:16;2024-03-20T14:07:16+01:00;65.00
20.03.2024;14:02:16;2024-03-20T14:02:16+01:00;65.00
20.03.2024;13:57:16;2024-03-20T13:57:16+01:00;65.00
20.03.2024;13:52:16;2024-03-20T13:52:16+01:00;65.00
20.03.2024;13:47:16;2024-03-20T13:47:16+01:00;65.00
20.03.2024;13:42:16;2024-03-20T13:42:16+01:00;65.00
20.03.2024;13:37:16;2024-03-20T13:37:16+01:00;65.00
20.03.2024;13:32:16;2024-03-20T13:32:16+01:00;65.00
20.03.2024;13:27:16;2024-03-20T13:27:16+01:00;66.00
20.03.2024;13:22:16;2024-03-20T13:22:16+01:00;66.00
20.03.2024;13:17:16;2024-03-20T13:17:16+01:00;66.00
20.03.2024;13:12:16;2024-03-20T13:12:16+01:00;66.00
20.03.2024;13:07:16;2024-03-20T13:07:16+01:00;66.00
20.03.2024;13:02:16;2024-03-20T13:02:16+01:00;66.00
20.03.2024;12:57:15;2024-03-20T12:57:15+01:00;66.00
20.03.2024;12:52:15;2024-03-20T12:52:15+01:00;66.00
20.03.2024;12:47:16;2024-03-20T12:47:16+01:00;66.00
20.03.2024;12:42:15;2024-03-20T12:42:15+01:00;66.00
20.03.2024;12:37:15;2024-03-20T12:37:15+01:00;66.00
20.03.2024;12:32:15;2024-03-20T12:32:15+01:00;66.00
20.03.2024;12:27:15;2024-03-20T12:27:15+01:00;66.00
20.03.2024;12:22:15;2024-03-20T12:22:15+01:00;66.00
20.03.2024;12:17:15;2024-03-20T12:17:15+01:00;66.00
20.03.2024;12:12:15;2024-03-20T12:12:15+01:00;66.00
20.03.2024;12:07:15;2024-03-20T12:07:15+01:00;66.00
20.03.2024;12:02:15;2024-03-20T12:02:15+01:00;66.00
20.03.2024;11:57:15;2024-03-20T11:57:15+01:00;66.00
20.03.2024;11:52:15;2024-03-20T11:52:15+01:00;66.00
20.03.2024;11:47:15;2024-03-20T11:47:15+01:00;66.00
20.03.2024;11:42:15;2024-03-20T11:42:15+01:00;66.00
20.03.2024;11:37:15;2024-03-20T11:37:15+01:00;66.00
20.03.2024;11:32:15;2024-03-20T11:32:15+01:00;66.00
20.03.2024;11:27:15;2024-03-20T11:27:15+01:00;66.00
20.03.2024;11:22:15;2024-03-20T11:22:15+01:00;66.00
20.03.2024;11:17:15;2024-03-20T11:17:15+01:00;66.00
20.03.2024;11:12:15;2024-03-20T11:12:15+01:00;66.00
20.03.2024;11:07:15;2024-03-20T11:07:15+01:00;82.00
20.03.2024;11:02:15;2024-03-20T11:02:15+01:00;66.00
20.03.2024;10:57:15;2024-03-20T10:57:15+01:00;66.00
20.03.2024;10:52:15;2024-03-20T10:52:15+01:00;66.00
20.03.2024;10:47:15;2024-03-20T10:47:15+01:00;66.00
20.03.2024;10:42:15;2024-03-20T10:42:15+01:00;66.00
20.03.2024;10:37:15;2024-03-20T10:37:15+01:00;66.00
20.03.2024;10:32:15;2024-03-20T10:32:15+01:00;66.00
20.03.2024;10:27:15;2024-03-20T10:27:15+01:00;66.00
20.03.2024;10:22:15;2024-03-20T10:22:15+01:00;66.00
20.03.2024;10:17:15;2024-03-20T10:17:15+01:00;66.00
20.03.2024;10:12:15;2024-03-20T10:12:15+01:00;65.00
20.03.2024;10:07:15;2024-03-20T10:07:15+01:00;66.00
20.03.2024;10:02:15;2024-03-20T10:02:15+01:00;65.00
20.03.2024;09:57:15;2024-03-20T09:57:15+01:00;65.00
20.03.2024;09:52:15;2024-03-20T09:52:15+01:00;65.00
20.03.2024;09:47:15;2024-03-20T09:47:15+01:00;65.00
20.03.2024;09:42:15;2024-03-20T09:42:15+01:00;66.00
20.03.2024;09:37:15;2024-03-20T09:37:15+01:00;66.00
20.03.2024;09:32:15;2024-03-20T09:32:15+01:00;66.00
20.03.2024;09:27:15;2024-03-20T09:27:15+01:00;65.00
20.03.2024;09:22:15;2024-03-20T09:22:15+01:00;66.00
20.03.2024;09:17:15;2024-03-20T09:17:15+01:00;66.00
20.03.2024;09:12:15;2024-03-20T09:12:15+01:00;65.00
20.03.2024;09:07:15;2024-03-20T09:07:15+01:00;66.00
20.03.2024;09:02:15;2024-03-20T09:02:15+01:00;66.00
20.03.2024;08:57:15;2024-03-20T08:57:15+01:00;65.00
20.03.2024;08:52:15;2024-03-20T08:52:15+01:00;66.00
20.03.2024;08:47:15;2024-03-20T08:47:15+01:00;66.00
20.03.2024;08:42:15;2024-03-20T08:42:15+01:00;66.00
20.03.2024;08:37:15;2024-03-20T08:37:15+01:00;66.00
20.03.2024;08:32:15;2024-03-20T08:32:15+01:00;65.00
20.03.2024;08:27:15;2024-03-20T08:27:15+01:00;66.00
20.03.2024;08:22:15;2024-03-20T08:22:15+01:00;66.00
20.03.2024;08:17:15;2024-03-20T08:17:15+01:00;65.00
20.03.2024;08:12:15;2024-03-20T08:12:15+01:00;66.00
20.03.2024;08:07:15;2024-03-20T08:07:15+01:00;65.00
20.03.2024;08:02:15;2024-03-20T08:02:15+01:00;65.00
20.03.2024;07:57:15;2024-03-20T07:57:15+01:00;65.00
20.03.2024;07:52:15;2024-03-20T07:52:15+01:00;65.00
20.03.2024;07:47:15;2024-03-20T07:47:15+01:00;65.00
20.03.2024;07:42:15;2024-03-20T07:42:15+01:00;65.00
20.03.2024;07:37:15;2024-03-20T07:37:15+01:00;65.00
20.03.2024;07:32:15;2024-03-20T07:32:15+01:00;65.00
20.03.2024;07:27:15;2024-03-20T07:27:15+01:00;66.00
20.03.2024;07:22:15;2024-03-20T07:22:15+01:00;65.00
20.03.2024;07:17:15;2024-03-20T07:17:15+01:00;66.00
20.03.2024;07:12:15;2024-03-20T07:12:15+01:00;65.00
20.03.2024;07:07:15;2024-03-20T07:07:15+01:00;65.00
20.03.2024;07:02:15;2024-03-20T07:02:15+01:00;65.00
20.03.2024;06:57:15;2024-03-20T06:57:15+01:00;65.00
20.03.2024;06:52:15;2024-03-20T06:52:15+01:00;65.00
20.03.2024;06:47:15;2024-03-20T06:47:15+01:00;65.00
20.03.2024;06:42:15;2024-03-20T06:42:15+01:00;65.00
20.03.2024;06:37:15;2024-03-20T06:37:15+01:00;65.00
20.03.2024;06:32:15;2024-03-20T06:32:15+01:00;65.00
20.03.2024;06:27:15;2024-03-20T06:27:15+01:00;65.00
20.03.2024;06:22:15;2024-03-20T06:22:15+01:00;65.00
20.03.2024;06:17:15;2024-03-20T06:17:15+01:00;65.00
20.03.2024;06:12:15;2024-03-20T06:12:15+01:00;65.00
20.03.2024;06:07:15;2024-03-20T06:07:15+01:00;65.00
20.03.2024;06:02:15;2024-03-20T06:02:15+01:00;65.00
20.03.2024;05:57:15;2024-03-20T05:57:15+01:00;66.00
20.03.2024;05:52:15;2024-03-20T05:52:15+01:00;66.00
20.03.2024;05:47:15;2024-03-20T05:47:15+01:00;66.00
20.03.2024;05:42:15;2024-03-20T05:42:15+01:00;65.00
20.03.2024;05:37:15;2024-03-20T05:37:15+01:00;65.00
20.03.2024;05:32:15;2024-03-20T05:32:15+01:00;66.00
20.03.2024;05:27:15;2024-03-20T05:27:15+01:00;66.00
20.03.2024;05:22:15;2024-03-20T05:22:15+01:00;66.00
20.03.2024;05:17:15;2024-03-20T05:17:15+01:00;66.00
20.03.2024;05:12:15;2024-03-20T05:12:15+01:00;66.00
20.03.2024;05:07:15;2024-03-20T05:07:15+01:00;66.00
20.03.2024;05:02:15;2024-03-20T05:02:15+01:00;66.00
20.03.2024;04:57:15;2024-03-20T04:57:15+01:00;66.00
20.03.2024;04:52:15;2024-03-20T04:52:15+01:00;66.00
20.03.2024;04:47:15;2024-03-20T04:47:15+01:00;66.00
20.03.2024;04:42:15;2024-03-20T04:42:15+01:00;66.00
20.03.2024;04:37:15;2024-03-20T04:37:15+01:00;66.00
20.03.2024;04:32:15;2024-03-20T04:32:15+01:00;66.00
20.03.2024;04:27:15;2024-03-20T04:27:15+01:00;66.00
20.03.2024;04:22:15;2024-03-20T04:22:15+01:00;66.00
20.03.2024;04:17:15;2024-03-20T04:17:15+01:00;66.00
20.03.2024;04:12:15;2024-03-20T04:12:15+01:00;66.00
20.03.2024;04:07:15;2024-03-20T04:07:15+01:00;66.00
20.03.2024;04:02:15;2024-03-20T04:02:15+01:00;66.00
20.03.2024;03:57:15;2024-03-20T03:57:15+01:00;66.00
20.03.2024;03:52:15;2024-03-20T03:52:15+01:00;66.00
20.03.2024;03:47:15;2024-03-20T03:47:15+01:00;66.00
20.03.2024;03:42:15;2024-03-20T03:42:15+01:00;66.00
20.03.2024;03:37:15;2024-03-20T03:37:15+01:00;66.00
20.03.2024;03:32:15;2024-03-20T03:32:15+01:00;66.00
20.03.2024;03:27:15;2024-03-20T03:27:15+01:00;66.00
20.03.2024;03:22:15;2024-03-20T03:22:15+01:00;66.00
20.03.2024;03:17:15;2024-03-20T03:17:15+01:00;66.00
20.03.2024;03:12:15;2024-03-20T03:12:15+01:00;66.00
20.03.2024;03:07:15;2024-03-20T03:07:15+01:00;67.00
20.03.2024;03:02:15;2024-03-20T03:02:15+01:00;67.00
20.03.2024;02:57:15;2024-03-20T02:57:15+01:00;66.00
20.03.2024;02:52:15;2024-03-20T02:52:15+01:00;66.00
20.03.2024;02:47:15;2024-03-20T02:47:15+01:00;67.00
20.03.2024;02:42:15;2024-03-20T02:42:15+01:00;67.00
20.03.2024;02:37:15;2024-03-20T02:37:15+01:00;66.00
20.03.2024;02:32:14;2024-03-20T02:32:14+01:00;67.00
20.03.2024;02:27:14;2024-03-20T02:27:14+01:00;67.00
20.03.2024;02:22:15;2024-03-20T02:22:15+01:00;67.00
20.03.2024;02:17:15;2024-03-20T02:17:15+01:00;67.00
20.03.2024;02:12:14;2024-03-20T02:12:14+01:00;67.00
20.03.2024;02:07:14;2024-03-20T02:07:14+01:00;67.00
20.03.2024;02:02:14;2024-03-20T02:02:14+01:00;67.00
20.03.2024;01:57:14;2024-03-20T01:57:14+01:00;67.00
20.03.2024;01:52:14;2024-03-20T01:52:14+01:00;67.00
20.03.2024;01:47:14;2024-03-20T01:47:14+01:00;67.00
20.03.2024;01:42:14;2024-03-20T01:42:14+01:00;67.00
20.03.2024;01:37:14;2024-03-20T01:37:14+01:00;67.00
20.03.2024;01:32:14;2024-03-20T01:32:14+01:00;67.00
20.03.2024;01:27:14;2024-03-20T01:27:14+01:00;67.00
20.03.2024;01:22:14;2024-03-20T01:22:14+01:00;67.00
20.03.2024;01:17:14;2024-03-20T01:17:14+01:00;67.00
20.03.2024;01:12:14;2024-03-20T01:12:14+01:00;67.00
20.03.2024;01:07:14;2024-03-20T01:07:14+01:00;67.00
20.03.2024;01:02:14;2024-03-20T01:02:14+01:00;67.00
20.03.2024;00:57:14;2024-03-20T00:57:14+01:00;67.00
20.03.2024;00:52:14;2024-03-20T00:52:14+01:00;67.00
20.03.2024;00:47:14;2024-03-20T00:47:14+01:00;67.00
20.03.2024;00:42:14;2024-03-20T00:42:14+01:00;67.00
20.03.2024;00:37:14;2024-03-20T00:37:14+01:00;67.00
20.03.2024;00:32:14;2024-03-20T00:32:14+01:00;67.00
20.03.2024;00:27:14;2024-03-20T00:27:14+01:00;67.00
20.03.2024;00:22:14;2024-03-20T00:22:14+01:00;67.00
20.03.2024;00:17:14;2024-03-20T00:17:14+01:00;67.00
20.03.2024;00:12:14;2024-03-20T00:12:14+01:00;67.00
20.03.2024;00:07:14;2024-03-20T00:07:14+01:00;67.00
20.03.2024;00:02:14;2024-03-20T00:02:14+01:00;67.00
19.03.2024;23:57:14;2024-03-19T23:57:14+01:00;67.00
19.03.2024;23:52:14;2024-03-19T23:52:14+01:00;67.00
19.03.2024;23:47:14;2024-03-19T23:47:14+01:00;67.00
19.03.2024;23:42:14;2024-03-19T23:42:14+01:00;67.00
19.03.2024;23:37:14;2024-03-19T23:37:14+01:00;67.00
19.03.2024;23:32:14;2024-03-19T23:32:14+01:00;67.00
19.03.2024;23:27:14;2024-03-19T23:27:14+01:00;67.00
19.03.2024;23:22:14;2024-03-19T23:22:14+01:00;67.00
19.03.2024;23:17:14;2024-03-19T23:17:14+01:00;66.00
19.03.2024;23:12:14;2024-03-19T23:12:14+01:00;66.00
19.03.2024;23:07:14;2024-03-19T23:07:14+01:00;65.00
19.03.2024;23:02:14;2024-03-19T23:02:14+01:00;65.00
19.03.2024;22:57:14;2024-03-19T22:57:14+01:00;65.00
19.03.2024;22:52:14;2024-03-19T22:52:14+01:00;65.00
19.03.2024;22:47:14;2024-03-19T22:47:14+01:00;66.00
19.03.2024;22:42:14;2024-03-19T22:42:14+01:00;66.00
19.03.2024;22:37:14;2024-03-19T22:37:14+01:00;66.00
19.03.2024;22:32:14;2024-03-19T22:32:14+01:00;66.00
19.03.2024;22:27:14;2024-03-19T22:27:14+01:00;66.00
19.03.2024;22:22:14;2024-03-19T22:22:14+01:00;66.00
19.03.2024;22:17:14;2024-03-19T22:17:14+01:00;66.00
19.03.2024;22:12:14;2024-03-19T22:12:14+01:00;66.00
19.03.2024;22:07:14;2024-03-19T22:07:14+01:00;66.00
19.03.2024;22:02:14;2024-03-19T22:02:14+01:00;66.00
19.03.2024;21:57:14;2024-03-19T21:57:14+01:00;66.00
19.03.2024;21:52:14;2024-03-19T21:52:14+01:00;66.00
19.03.2024;21:47:14;2024-03-19T21:47:14+01:00;65.00
19.03.2024;21:42:14;2024-03-19T21:42:14+01:00;66.00
19.03.2024;21:37:14;2024-03-19T21:37:14+01:00;65.00
19.03.2024;21:32:14;2024-03-19T21:32:14+01:00;66.00
19.03.2024;21:27:14;2024-03-19T21:27:14+01:00;65.00
19.03.2024;21:22:14;2024-03-19T21:22:14+01:00;65.00
19.03.2024;21:17:14;2024-03-19T21:17:14+01:00;66.00
19.03.2024;21:12:14;2024-03-19T21:12:14+01:00;66.00
19.03.2024;21:07:14;2024-03-19T21:07:14+01:00;65.00
19.03.2024;21:02:14;2024-03-19T21:02:14+01:00;65.00
19.03.2024;20:57:14;2024-03-19T20:57:14+01:00;65.00
19.03.2024;20:52:14;2024-03-19T20:52:14+01:00;65.00
19.03.2024;20:47:14;2024-03-19T20:47:14+01:00;66.00
19.03.2024;20:42:14;2024-03-19T20:42:14+01:00;66.00
19.03.2024;20:37:14;2024-03-19T20:37:14+01:00;66.00
19.03.2024;20:32:14;2024-03-19T20:32:14+01:00;66.00
19.03.2024;20:27:14;2024-03-19T20:27:14+01:00;65.00
19.03.2024;20:22:14;2024-03-19T20:22:14+01:00;65.00
19.03.2024;20:17:14;2024-03-19T20:17:14+01:00;65.00
19.03.2024;20:12:14;2024-03-19T20:12:14+01:00;65.00
19.03.2024;20:07:14;2024-03-19T20:07:14+01:00;65.00
19.03.2024;20:02:14;2024-03-19T20:02:14+01:00;66.00
19.03.2024;19:57:14;2024-03-19T19:57:14+01:00;66.00
19.03.2024;19:52:14;2024-03-19T19:52:14+01:00;65.00
19.03.2024;19:47:14;2024-03-19T19:47:14+01:00;65.00
19.03.2024;19:42:14;2024-03-19T19:42:14+01:00;65.00
19.03.2024;19:37:14;2024-03-19T19:37:14+01:00;65.00
19.03.2024;19:32:14;2024-03-19T19:32:14+01:00;65.00
19.03.2024;19:27:14;2024-03-19T19:27:14+01:00;65.00
19.03.2024;19:22:14;2024-03-19T19:22:14+01:00;65.00
19.03.2024;19:17:14;2024-03-19T19:17:14+01:00;65.00
19.03.2024;19:12:14;2024-03-19T19:12:14+01:00;65.00
19.03.2024;19:07:14;2024-03-19T19:07:14+01:00;65.00
19.03.2024;19:02:14;2024-03-19T19:02:14+01:00;65.00
19.03.2024;18:57:14;2024-03-19T18:57:14+01:00;65.00
19.03.2024;18:52:14;2024-03-19T18:52:14+01:00;65.00
19.03.2024;18:47:14;2024-03-19T18:47:14+01:00;65.00
19.03.2024;18:42:14;2024-03-19T18:42:14+01:00;65.00
19.03.2024;18:37:14;2024-03-19T18:37:14+01:00;65.00
19.03.2024;18:32:14;2024-03-19T18:32:14+01:00;65.00
19.03.2024;18:27:14;2024-03-19T18:27:14+01:00;65.00
19.03.2024;18:22:14;2024-03-19T18:22:14+01:00;65.00
19.03.2024;18:17:14;2024-03-19T18:17:14+01:00;65.00
19.03.2024;18:12:14;2024-03-19T18:12:14+01:00;65.00
19.03.2024;18:07:14;2024-03-19T18:07:14+01:00;65.00
19.03.2024;18:02:14;2024-03-19T18:02:14+01:00;65.00
19.03.2024;17:57:14;2024-03-19T17:57:14+01:00;66.00
19.03.2024;17:52:14;2024-03-19T17:52:14+01:00;65.00
19.03.2024;17:47:14;2024-03-19T17:47:14+01:00;65.00
19.03.2024;17:42:14;2024-03-19T17:42:14+01:00;66.00
19.03.2024;17:37:14;2024-03-19T17:37:14+01:00;65.00
19.03.2024;17:32:14;2024-03-19T17:32:14+01:00;66.00
19.03.2024;17:27:14;2024-03-19T17:27:14+01:00;65.00
19.03.2024;17:22:14;2024-03-19T17:22:14+01:00;66.00
19.03.2024;17:17:14;2024-03-19T17:17:14+01:00;66.00
19.03.2024;17:12:14;2024-03-19T17:12:14+01:00;65.00
19.03.2024;17:07:14;2024-03-19T17:07:14+01:00;66.00
19.03.2024;17:02:14;2024-03-19T17:02:14+01:00;66.00
19.03.2024;16:57:14;2024-03-19T16:57:14+01:00;66.00
19.03.2024;16:52:14;2024-03-19T16:52:14+01:00;65.00
19.03.2024;16:47:14;2024-03-19T16:47:14+01:00;66.00
19.03.2024;16:42:14;2024-03-19T16:42:14+01:00;66.00
19.03.2024;16:37:14;2024-03-19T16:37:14+01:00;66.00
19.03.2024;16:32:14;2024-03-19T16:32:14+01:00;66.00
19.03.2024;16:27:14;2024-03-19T16:27:14+01:00;66.00
19.03.2024;16:22:14;2024-03-19T16:22:14+01:00;66.00
19.03.2024;16:17:14;2024-03-19T16:17:14+01:00;67.00
19.03.2024;16:12:14;2024-03-19T16:12:14+01:00;66.00
19.03.2024;16:07:14;2024-03-19T16:07:14+01:00;66.00
19.03.2024;16:02:14;2024-03-19T16:02:14+01:00;66.00
19.03.2024;15:57:14;2024-03-19T15:57:14+01:00;66.00
19.03.2024;15:52:14;2024-03-19T15:52:14+01:00;66.00
19.03.2024;15:47:13;2024-03-19T15:47:13+01:00;66.00
19.03.2024;15:42:13;2024-03-19T15:42:13+01:00;66.00
19.03.2024;15:37:13;2024-03-19T15:37:13+01:00;66.00
19.03.2024;15:32:13;2024-03-19T15:32:13+01:00;66.00
19.03.2024;15:27:13;2024-03-19T15:27:13+01:00;82.00
19.03.2024;15:22:13;2024-03-19T15:22:13+01:00;66.00
19.03.2024;15:17:13;2024-03-19T15:17:13+01:00;65.00
19.03.2024;15:12:13;2024-03-19T15:12:13+01:00;65.00
19.03.2024;15:07:13;2024-03-19T15:07:13+01:00;66.00
19.03.2024;15:02:13;2024-03-19T15:02:13+01:00;66.00
19.03.2024;14:57:13;2024-03-19T14:57:13+01:00;66.00
19.03.2024;14:52:13;2024-03-19T14:52:13+01:00;65.00
19.03.2024;14:47:13;2024-03-19T14:47:13+01:00;65.00
19.03.2024;14:42:13;2024-03-19T14:42:13+01:00;65.00
19.03.2024;14:37:13;2024-03-19T14:37:13+01:00;65.00
19.03.2024;14:32:13;2024-03-19T14:32:13+01:00;65.00
19.03.2024;14:27:13;2024-03-19T14:27:13+01:00;65.00
19.03.2024;14:22:13;2024-03-19T14:22:13+01:00;65.00
19.03.2024;14:17:13;2024-03-19T14:17:13+01:00;65.00
19.03.2024;14:12:13;2024-03-19T14:12:13+01:00;66.00
19.03.2024;14:07:13;2024-03-19T14:07:13+01:00;65.00
19.03.2024;14:02:13;2024-03-19T14:02:13+01:00;65.00
19.03.2024;13:57:13;2024-03-19T13:57:13+01:00;66.00
19.03.2024;13:52:13;2024-03-19T13:52:13+01:00;66.00
19.03.2024;13:47:13;2024-03-19T13:47:13+01:00;66.00
19.03.2024;13:42:13;2024-03-19T13:42:13+01:00;65.00
19.03.2024;13:37:13;2024-03-19T13:37:13+01:00;65.00
19.03.2024;13:32:13;2024-03-19T13:32:13+01:00;65.00
19.03.2024;13:27:13;2024-03-19T13:27:13+01:00;65.00
19.03.2024;13:22:13;2024-03-19T13:22:13+01:00;65.00
19.03.2024;13:17:13;2024-03-19T13:17:13+01:00;65.00
19.03.2024;13:12:13;2024-03-19T13:12:13+01:00;65.00
19.03.2024;13:07:13;2024-03-19T13:07:13+01:00;65.00
19.03.2024;13:02:13;2024-03-19T13:02:13+01:00;65.00
19.03.2024;12:57:13;2024-03-19T12:57:13+01:00;65.00
19.03.2024;12:52:13;2024-03-19T12:52:13+01:00;65.00
19.03.2024;12:47:13;2024-03-19T12:47:13+01:00;65.00
19.03.2024;12:42:13;2024-03-19T12:42:13+01:00;65.00
19.03.2024;12:37:13;2024-03-19T12:37:13+01:00;65.00
19.03.2024;12:32:13;2024-03-19T12:32:13+01:00;65.00
19.03.2024;12:27:13;2024-03-19T12:27:13+01:00;65.00
19.03.2024;12:22:13;2024-03-19T12:22:13+01:00;65.00
19.03.2024;12:17:13;2024-03-19T12:17:13+01:00;65.00
19.03.2024;12:12:13;2024-03-19T12:12:13+01:00;65.00
19.03.2024;12:07:13;2024-03-19T12:07:13+01:00;65.00
19.03.2024;12:02:13;2024-03-19T12:02:13+01:00;66.00
19.03.2024;11:57:13;2024-03-19T11:57:13+01:00;66.00
19.03.2024;11:52:13;2024-03-19T11:52:13+01:00;66.00
19.03.2024;11:47:13;2024-03-19T11:47:13+01:00;65.00
19.03.2024;11:42:13;2024-03-19T11:42:13+01:00;66.00
19.03.2024;11:37:13;2024-03-19T11:37:13+01:00;66.00
19.03.2024;11:32:13;2024-03-19T11:32:13+01:00;65.00
19.03.2024;11:27:13;2024-03-19T11:27:13+01:00;66.00
19.03.2024;11:22:13;2024-03-19T11:22:13+01:00;66.00
19.03.2024;11:17:13;2024-03-19T11:17:13+01:00;65.00
19.03.2024;11:12:13;2024-03-19T11:12:13+01:00;66.00
19.03.2024;11:07:13;2024-03-19T11:07:13+01:00;66.00
19.03.2024;11:02:13;2024-03-19T11:02:13+01:00;66.00
19.03.2024;10:57:13;2024-03-19T10:57:13+01:00;66.00
19.03.2024;10:52:13;2024-03-19T10:52:13+01:00;66.00
19.03.2024;10:47:13;2024-03-19T10:47:13+01:00;66.00
19.03.2024;10:42:13;2024-03-19T10:42:13+01:00;66.00
19.03.2024;10:37:13;2024-03-19T10:37:13+01:00;66.00
19.03.2024;10:32:13;2024-03-19T10:32:13+01:00;66.00
19.03.2024;10:27:13;2024-03-19T10:27:13+01:00;66.00
19.03.2024;10:22:13;2024-03-19T10:22:13+01:00;66.00
19.03.2024;10:17:13;2024-03-19T10:17:13+01:00;66.00
19.03.2024;10:12:13;2024-03-19T10:12:13+01:00;66.00
19.03.2024;10:07:13;2024-03-19T10:07:13+01:00;65.00
19.03.2024;10:02:13;2024-03-19T10:02:13+01:00;66.00
19.03.2024;09:57:13;2024-03-19T09:57:13+01:00;66.00
19.03.2024;09:52:13;2024-03-19T09:52:13+01:00;65.00
19.03.2024;09:47:13;2024-03-19T09:47:13+01:00;65.00
19.03.2024;09:42:13;2024-03-19T09:42:13+01:00;65.00
19.03.2024;09:37:13;2024-03-19T09:37:13+01:00;65.00
19.03.2024;09:32:13;2024-03-19T09:32:13+01:00;66.00
19.03.2024;09:27:13;2024-03-19T09:27:13+01:00;66.00
19.03.2024;09:22:13;2024-03-19T09:22:13+01:00;66.00
19.03.2024;09:17:13;2024-03-19T09:17:13+01:00;65.00
19.03.2024;09:12:13;2024-03-19T09:12:13+01:00;65.00
19.03.2024;09:07:13;2024-03-19T09:07:13+01:00;65.00
19.03.2024;09:02:13;2024-03-19T09:02:13+01:00;65.00
19.03.2024;08:57:13;2024-03-19T08:57:13+01:00;65.00
19.03.2024;08:52:13;2024-03-19T08:52:13+01:00;65.00
19.03.2024;08:47:13;2024-03-19T08:47:13+01:00;65.00
19.03.2024;08:42:13;2024-03-19T08:42:13+01:00;65.00
19.03.2024;08:37:13;2024-03-19T08:37:13+01:00;65.00
19.03.2024;08:32:13;2024-03-19T08:32:13+01:00;65.00
19.03.2024;08:27:13;2024-03-19T08:27:13+01:00;65.00
19.03.2024;08:22:13;2024-03-19T08:22:13+01:00;65.00
19.03.2024;08:17:13;2024-03-19T08:17:13+01:00;65.00
19.03.2024;08:12:13;2024-03-19T08:12:13+01:00;65.00
19.03.2024;08:07:13;2024-03-19T08:07:13+01:00;65.00
19.03.2024;08:02:13;2024-03-19T08:02:13+01:00;65.00
19.03.2024;07:57:13;2024-03-19T07:57:13+01:00;65.00
19.03.2024;07:52:13;2024-03-19T07:52:13+01:00;65.00
19.03.2024;07:47:13;2024-03-19T07:47:13+01:00;65.00
19.03.2024;07:42:13;2024-03-19T07:42:13+01:00;65.00
19.03.2024;07:37:13;2024-03-19T07:37:13+01:00;65.00
19.03.2024;07:32:13;2024-03-19T07:32:13+01:00;65.00
19.03.2024;07:27:13;2024-03-19T07:27:13+01:00;65.00
19.03.2024;07:22:13;2024-03-19T07:22:13+01:00;65.00
19.03.2024;07:17:13;2024-03-19T07:17:13+01:00;65.00
19.03.2024;07:12:13;2024-03-19T07:12:13+01:00;65.00
19.03.2024;07:07:13;2024-03-19T07:07:13+01:00;65.00
19.03.2024;07:02:13;2024-03-19T07:02:13+01:00;65.00
19.03.2024;06:57:13;2024-03-19T06:57:13+01:00;65.00
19.03.2024;06:52:13;2024-03-19T06:52:13+01:00;65.00
19.03.2024;06:47:13;2024-03-19T06:47:13+01:00;65.00
19.03.2024;06:42:13;2024-03-19T06:42:13+01:00;65.00
19.03.2024;06:37:13;2024-03-19T06:37:13+01:00;65.00
19.03.2024;06:32:13;2024-03-19T06:32:13+01:00;65.00
19.03.2024;06:27:13;2024-03-19T06:27:13+01:00;65.00
19.03.2024;06:22:13;2024-03-19T06:22:13+01:00;65.00
19.03.2024;06:17:13;2024-03-19T06:17:13+01:00;66.00
19.03.2024;06:12:13;2024-03-19T06:12:13+01:00;65.00
19.03.2024;06:07:13;2024-03-19T06:07:13+01:00;65.00
19.03.2024;06:02:13;2024-03-19T06:02:13+01:00;65.00
19.03.2024;05:57:13;2024-03-19T05:57:13+01:00;65.00
19.03.2024;05:52:13;2024-03-19T05:52:13+01:00;65.00
19.03.2024;05:47:13;2024-03-19T05:47:13+01:00;65.00
19.03.2024;05:42:13;2024-03-19T05:42:13+01:00;65.00
19.03.2024;05:37:13;2024-03-19T05:37:13+01:00;65.00
19.03.2024;05:32:13;2024-03-19T05:32:13+01:00;65.00
19.03.2024;05:27:13;2024-03-19T05:27:13+01:00;65.00
19.03.2024;05:22:13;2024-03-19T05:22:13+01:00;65.00
19.03.2024;05:17:13;2024-03-19T05:17:13+01:00;65.00
19.03.2024;05:12:13;2024-03-19T05:12:13+01:00;65.00
